"Arm_ID","Wave","Repetition","Seed","Fixed_sample","N","Sample_hash","Minimum_observed_categories","Zero_cell_pairs","Sparse_cell_pairs","Minimum_cell_count","Correlation_success","Minimum_correlation_eigenvalue","Correlation_warning","Correlation_message","Correlation_error","Network_success","Selected_lambda","Lambda_max","Lambda_ratio","Dense_warning","Retained_edges","Global_strength","Network_warning","Network_message","Network_error","Elapsed_seconds","Success","Lowest_lambda_selected"
"A2",2004,6,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.0363795119416384,0.540224206296403,0.0673415065775082,TRUE,25,3.27385693104573,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A3",2004,6,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.00748149140796961,0.540224206296403,0.0138488637139387,FALSE,15,3.08268738942674,"","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A2",2004,7,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.0363795119416384,0.540224206296403,0.0673415065775082,TRUE,25,3.27385693104573,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A3",2004,7,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.00748149140796961,0.540224206296403,0.0138488637139387,FALSE,15,3.08268738942674,"","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A2",2004,8,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.0363795119416384,0.540224206296403,0.0673415065775082,TRUE,25,3.27385693104573,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A3",2004,8,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.00748149140796961,0.540224206296403,0.0138488637139387,FALSE,15,3.08268738942674,"","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A2",2004,9,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.0363795119416384,0.540224206296403,0.0673415065775082,TRUE,25,3.27385693104573,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A3",2004,9,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.00748149140796961,0.540224206296403,0.0138488637139387,FALSE,15,3.08268738942674,"","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A2",2004,10,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.0363795119416384,0.540224206296403,0.0673415065775082,TRUE,25,3.27385693104573,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A3",2004,10,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.00748149140796961,0.540224206296403,0.0138488637139387,FALSE,15,3.08268738942674,"","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A2",2004,11,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.0363795119416384,0.540224206296403,0.0673415065775082,TRUE,25,3.27385693104573,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A3",2004,11,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.00748149140796961,0.540224206296403,0.0138488637139387,FALSE,15,3.08268738942674,"","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A2",2004,12,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.0363795119416384,0.540224206296403,0.0673415065775082,TRUE,25,3.27385693104573,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A3",2004,12,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.00748149140796961,0.540224206296403,0.0138488637139387,FALSE,15,3.08268738942674,"","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A2",2004,13,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.0363795119416384,0.540224206296403,0.0673415065775082,TRUE,25,3.27385693104573,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A3",2004,13,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.00748149140796961,0.540224206296403,0.0138488637139387,FALSE,15,3.08268738942674,"","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A2",2004,14,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.0363795119416384,0.540224206296403,0.0673415065775082,TRUE,25,3.27385693104573,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A3",2004,14,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.00748149140796961,0.540224206296403,0.0138488637139387,FALSE,15,3.08268738942674,"","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A2",2004,15,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.0363795119416384,0.540224206296403,0.0673415065775082,TRUE,25,3.27385693104573,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A3",2004,15,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.00748149140796961,0.540224206296403,0.0138488637139387,FALSE,15,3.08268738942674,"","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A2",2004,16,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.0363795119416384,0.540224206296403,0.0673415065775082,TRUE,25,3.27385693104573,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A3",2004,16,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.00748149140796961,0.540224206296403,0.0138488637139387,FALSE,15,3.08268738942674,"","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A2",2004,17,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.0363795119416384,0.540224206296403,0.0673415065775082,TRUE,25,3.27385693104573,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A3",2004,17,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.00748149140796961,0.540224206296403,0.0138488637139387,FALSE,15,3.08268738942674,"","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A2",2004,18,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.0363795119416384,0.540224206296403,0.0673415065775082,TRUE,25,3.27385693104573,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A3",2004,18,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.00748149140796961,0.540224206296403,0.0138488637139387,FALSE,15,3.08268738942674,"","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A2",2004,19,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.0363795119416384,0.540224206296403,0.0673415065775082,TRUE,25,3.27385693104573,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A3",2004,19,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.00748149140796961,0.540224206296403,0.0138488637139387,FALSE,15,3.08268738942674,"","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A2",2004,20,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.0363795119416384,0.540224206296403,0.0673415065775082,TRUE,25,3.27385693104573,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A3",2004,20,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.00748149140796961,0.540224206296403,0.0138488637139387,FALSE,15,3.08268738942674,"","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A2",2004,21,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.0363795119416384,0.540224206296403,0.0673415065775082,TRUE,25,3.27385693104573,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A3",2004,21,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.00748149140796961,0.540224206296403,0.0138488637139387,FALSE,15,3.08268738942674,"","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A2",2004,22,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.0363795119416384,0.540224206296403,0.0673415065775082,TRUE,25,3.27385693104573,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A3",2004,22,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.00748149140796961,0.540224206296403,0.0138488637139387,FALSE,15,3.08268738942674,"","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A2",2004,23,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.0363795119416384,0.540224206296403,0.0673415065775082,TRUE,25,3.27385693104573,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A3",2004,23,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.00748149140796961,0.540224206296403,0.0138488637139387,FALSE,15,3.08268738942674,"","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A2",2004,24,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.0363795119416384,0.540224206296403,0.0673415065775082,TRUE,25,3.27385693104573,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A3",2004,24,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.00748149140796961,0.540224206296403,0.0138488637139387,FALSE,15,3.08268738942674,"","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A2",2004,25,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.0363795119416384,0.540224206296403,0.0673415065775082,TRUE,25,3.27385693104573,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A3",2004,25,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.00748149140796961,0.540224206296403,0.0138488637139387,FALSE,15,3.08268738942674,"","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A2",2004,26,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.0363795119416384,0.540224206296403,0.0673415065775082,TRUE,25,3.27385693104573,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A3",2004,26,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.00748149140796961,0.540224206296403,0.0138488637139387,FALSE,15,3.08268738942674,"","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
"A2",2004,27,,TRUE,789,"0697394945D0C4FA66BC81A948AD5C35E4D0D0669E0F5C2460DA4ABE3F8726DB",3,4,19,0,TRUE,0.383453922991212,,"REUSED_VALIDATED_FULL_2004_POLYCHORIC_INPUT",,TRUE,0.0363795119416384,0.540224206296403,0.0673415065775082,TRUE,25,3.27385693104573,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","FIXED_2004_EQUAL_N_REFERENCE",,0,TRUE,FALSE
