"Arm_ID","Wave","Repetition","Seed","Fixed_sample","N","Sample_hash","Minimum_observed_categories","Zero_cell_pairs","Sparse_cell_pairs","Minimum_cell_count","Correlation_success","Minimum_correlation_eigenvalue","Correlation_warning","Correlation_message","Correlation_error","Network_success","Selected_lambda","Lambda_max","Lambda_ratio","Dense_warning","Retained_edges","Global_strength","Network_warning","Network_message","Network_error","Elapsed_seconds","Success"
"A2",2012,6,20780837,FALSE,789,"B099AB9FB33A999372BD9944B22B8921C7137E8C84564F24201E00214E936D31",3,2,15,0,TRUE,0.339814514483658,"","","",TRUE,0.05097550414432,0.599885825584356,0.0849753435908644,TRUE,22,3.44437123226227,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","","",0.0999999999999996,TRUE
"A3",2012,6,20780837,FALSE,789,"B099AB9FB33A999372BD9944B22B8921C7137E8C84564F24201E00214E936D31",3,2,15,0,TRUE,0.339814514483658,"","","",TRUE,0.00722564600667419,0.599885825584356,0.0120450354025878,FALSE,18,3.71807448280217,"","","",0.0999999999999996,TRUE
"A2",2012,7,20780838,FALSE,789,"DAD2C6605EC0667BECE2BCC5DCA777EF43EBAA52F8D4ABC3C6B9270A62E904A3",3,2,14,0,TRUE,0.329074017831295,"","","",TRUE,0.029740485067462,0.583817811393435,0.0509413801481638,TRUE,26,3.76554971517769,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","","",0.109999999999999,TRUE
"A3",2012,7,20780838,FALSE,789,"DAD2C6605EC0667BECE2BCC5DCA777EF43EBAA52F8D4ABC3C6B9270A62E904A3",3,2,14,0,TRUE,0.329074017831295,"","","",TRUE,0.0178289523947891,0.583817811393435,0.0305385550883341,FALSE,16,3.43705936903015,"","","",0.0999999999999996,TRUE
"A2",2012,8,20780839,FALSE,789,"406D43562ADF02DFA6F51126810868E3F1C34B8E2E1C9FED447E30E7DDE7C63F",3,1,12,0,TRUE,0.357134658725872,"","","",TRUE,0.033055247750411,0.564369647594637,0.0585702081805667,TRUE,29,3.83609398721044,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","","",0.109999999999999,TRUE
"A3",2012,8,20780839,FALSE,789,"406D43562ADF02DFA6F51126810868E3F1C34B8E2E1C9FED447E30E7DDE7C63F",3,1,12,0,TRUE,0.357134658725872,"","","",TRUE,0.0136584693593583,0.564369647594637,0.0242012826479438,FALSE,18,3.62073313481529,"","","",0.0899999999999999,TRUE
"A2",2012,9,20780840,FALSE,789,"CCB6E3638CD307ED9A39BD9F0F1EBFE0B86C06C429AC1ECC8490B693D10BAA38",3,1,11,0,TRUE,0.345669389058626,"","","",TRUE,0.0369193369566197,0.601693202186917,0.0613590727341317,TRUE,25,3.48375373373174,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","","",0.0999999999999996,TRUE
"A3",2012,9,20780840,FALSE,789,"CCB6E3638CD307ED9A39BD9F0F1EBFE0B86C06C429AC1ECC8490B693D10BAA38",3,1,11,0,TRUE,0.345669389058626,"","","",TRUE,0.00833276715469,0.601693202186917,0.0138488637139387,FALSE,19,3.67989225736833,"","","",0.109999999999999,TRUE
"A2",2012,10,20780841,FALSE,789,"661A2BF1A37B9F1801F2393ABD6D03DC4A4E860CE8515F65663C89223DB7158C",3,1,12,0,TRUE,0.344474182954183,"","","",TRUE,0.0329426353586222,0.589228292201105,0.0559081018251222,TRUE,29,3.75892891907278,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","","",0.12,TRUE
"A3",2012,10,20780841,FALSE,789,"661A2BF1A37B9F1801F2393ABD6D03DC4A4E860CE8515F65663C89223DB7158C",3,1,12,0,TRUE,0.344474182954183,"","","",TRUE,0.00589228292201105,0.589228292201105,0.01,TRUE,22,4.01275792332008,"","Note: Network with lowest lambda selected as best network: assumption of sparsity might be violated.","",0.109999999999999,TRUE
"A2",2012,11,20780842,FALSE,789,"15CDA481B3AF77A61A41A01C1D8F6FC8113EFE55BAEEEE3ACAD64453FE7D62E1",3,5,12,0,TRUE,0.363493144254198,"","","",TRUE,0.0267807844743565,0.604447586658886,0.0443062145758388,TRUE,27,3.59278847323961,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","","",0.0899999999999999,TRUE
"A3",2012,11,20780842,FALSE,789,"15CDA481B3AF77A61A41A01C1D8F6FC8113EFE55BAEEEE3ACAD64453FE7D62E1",3,5,12,0,TRUE,0.363493144254198,"","","",TRUE,0.00604447586658886,0.604447586658886,0.01,TRUE,16,3.32054864309109,"","Note: Network with lowest lambda selected as best network: assumption of sparsity might be violated.","",0.11,TRUE
"A2",2012,12,20780843,FALSE,789,"C6C3FF800B3E0F95D51E2ABC05DC959A5878FE7CB661B3A049AF71D7CB334F83",3,3,13,0,TRUE,0.334662045787697,"","","",TRUE,0.0431062049165356,0.611019317310176,0.0705480231071864,TRUE,24,3.50704984955732,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","","",0.0999999999999996,TRUE
"A3",2012,12,20780843,FALSE,789,"C6C3FF800B3E0F95D51E2ABC05DC959A5878FE7CB661B3A049AF71D7CB334F83",3,3,13,0,TRUE,0.334662045787697,"","","",TRUE,0.0134737747927524,0.611019317310176,0.0220513073990305,FALSE,17,3.54318816973174,"","","",0.11,TRUE
"A2",2012,13,20780844,FALSE,789,"A41BE40502DD1DA9B92F24BDC6D29771E1AD6939938F74BADD2768E619967FA8",3,6,11,0,TRUE,0.343640642415769,"","","",TRUE,0.0400177471007591,0.622546544984938,0.0642807311728432,TRUE,26,3.58329318618959,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","","",0.33,TRUE
"A3",2012,13,20780844,FALSE,789,"A41BE40502DD1DA9B92F24BDC6D29771E1AD6939938F74BADD2768E619967FA8",3,6,11,0,TRUE,0.343640642415769,"","","",TRUE,0.0125084106381658,0.622546544984938,0.0200923300256505,FALSE,18,3.62893665686082,"","","",0.31,TRUE
"A2",2012,14,20780845,FALSE,789,"098D768FDD6391BE5F58F66415488EE1CD8C4B84855DF3D9318447D8C65EAD11",3,4,15,0,TRUE,0.331409987903974,"","","",TRUE,0.0188909169371455,0.618592362425225,0.0305385550883342,TRUE,26,3.63594211429554,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","","",0.0899999999999999,TRUE
"A3",2012,14,20780845,FALSE,789,"098D768FDD6391BE5F58F66415488EE1CD8C4B84855DF3D9318447D8C65EAD11",3,4,15,0,TRUE,0.331409987903974,"","","",TRUE,0.00618592362425225,0.618592362425225,0.01,TRUE,16,3.40806955081297,"","Note: Network with lowest lambda selected as best network: assumption of sparsity might be violated.","",0.11,TRUE
"A2",2012,15,20780846,FALSE,789,"BD24CDB1BA855AC987447FCD35A0897A2AB357D3D9496C8A0C1D16B5812C80B1",3,4,14,0,TRUE,0.31894088218459,"","","",TRUE,0.0206843428835794,0.617147825616659,0.0335160265093884,TRUE,28,3.95040337563401,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","","",0.12,TRUE
"A3",2012,15,20780846,FALSE,789,"BD24CDB1BA855AC987447FCD35A0897A2AB357D3D9496C8A0C1D16B5812C80B1",3,4,14,0,TRUE,0.31894088218459,"","","",TRUE,0.00617147825616659,0.617147825616659,0.01,TRUE,17,3.74150791142804,"","Note: Network with lowest lambda selected as best network: assumption of sparsity might be violated.","",0.11,TRUE
"A2",2012,16,20780847,FALSE,789,"FDA6CC4BC982BC2D20374518FE0670584605CBF51A96CF7C06E19C54378B6F81",3,2,10,0,TRUE,0.354682946967732,"","","",TRUE,0.0328685651257764,0.587903435330135,0.0559081018251222,TRUE,25,3.4427557427494,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","","",0.0899999999999999,TRUE
"A3",2012,16,20780847,FALSE,789,"FDA6CC4BC982BC2D20374518FE0670584605CBF51A96CF7C06E19C54378B6F81",3,2,10,0,TRUE,0.354682946967732,"","","",TRUE,0.00587903435330135,0.587903435330135,0.01,TRUE,15,3.24595112087729,"","Note: Network with lowest lambda selected as best network: assumption of sparsity might be violated.","",0.0699999999999994,TRUE
"A2",2012,17,20780848,FALSE,789,"057BDE285DA21EC8FBD27BD6C0C594FBCD54EB701106BFB2A4A302184BD16EE9",3,4,14,0,TRUE,0.337602052510185,"","","",TRUE,0.0369479143450338,0.630831193755138,0.0585702081805667,TRUE,25,3.59295480573951,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","","",0.0900000000000007,TRUE
"A3",2012,17,20780848,FALSE,789,"057BDE285DA21EC8FBD27BD6C0C594FBCD54EB701106BFB2A4A302184BD16EE9",3,4,14,0,TRUE,0.337602052510185,"","","",TRUE,0.0110239542669785,0.630831193755138,0.0174752840000768,FALSE,19,3.75350934302135,"","","",0.0900000000000007,TRUE
"A2",2012,18,20780849,FALSE,789,"A4353E7A9CE2EFC70DD829F3B97053879F085ABFB1124F4A36B3A6B4DD137FA5",3,2,12,0,TRUE,0.315192554679885,"","","",TRUE,0.0281268739990632,0.605975130657375,0.0464158883361278,TRUE,24,3.63598571143345,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","","",0.0899999999999999,TRUE
"A3",2012,18,20780849,FALSE,789,"A4353E7A9CE2EFC70DD829F3B97053879F085ABFB1124F4A36B3A6B4DD137FA5",3,2,12,0,TRUE,0.315192554679885,"","","",TRUE,0.00605975130657375,0.605975130657375,0.01,TRUE,17,3.72697923996588,"","Note: Network with lowest lambda selected as best network: assumption of sparsity might be violated.","",0.0999999999999996,TRUE
"A2",2012,19,20780850,FALSE,789,"C6164F687750E2E53D872166C7D8BC1626D09A9DB12BA98B9F1BD627D591C16D",3,4,14,0,TRUE,0.308520422271781,"","","",TRUE,0.0300124355562166,0.617209431248801,0.0486260158006536,TRUE,25,3.64836550491105,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","","",0.0899999999999999,TRUE
"A3",2012,19,20780850,FALSE,789,"C6164F687750E2E53D872166C7D8BC1626D09A9DB12BA98B9F1BD627D591C16D",3,4,14,0,TRUE,0.308520422271781,"","","",TRUE,0.0118375230179312,0.617209431248801,0.0191791026167249,FALSE,19,3.7906696675547,"","","",0.0899999999999999,TRUE
"A2",2012,20,20780851,FALSE,789,"3DFA4D6930D0D907FA6C11DA47974DB448C3A6E40AA9D2D9ED5B0043766B96E8",3,2,13,0,TRUE,0.29771502352007,"","","",TRUE,0.0204610650663676,0.610486003185254,0.0335160265093884,TRUE,30,4.05139849020476,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","","",0.0899999999999999,TRUE
"A3",2012,20,20780851,FALSE,789,"3DFA4D6930D0D907FA6C11DA47974DB448C3A6E40AA9D2D9ED5B0043766B96E8",3,2,13,0,TRUE,0.29771502352007,"","","",TRUE,0.0101835202986644,0.610486003185254,0.0166810053720006,FALSE,18,3.81783499328909,"","","",0.109999999999999,TRUE
"A2",2012,21,20780852,FALSE,789,"1F1270FB9FFF22FF6076E3E662C61870F3C941ACC7D211B952678D54F9B91CEC",3,4,14,0,TRUE,0.339152958901038,"","","",TRUE,0.0360383990182486,0.587336108783825,0.0613590727341317,TRUE,24,3.60379716773356,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","","",0.100000000000001,TRUE
"A3",2012,21,20780852,FALSE,789,"1F1270FB9FFF22FF6076E3E662C61870F3C941ACC7D211B952678D54F9B91CEC",3,4,14,0,TRUE,0.339152958901038,"","","",TRUE,0.00892698661158985,0.587336108783825,0.0151991108295293,FALSE,19,3.73980139714456,"","","",0.120000000000001,TRUE
"A2",2012,22,20780853,FALSE,789,"5B27CCA665B0D12C3736A33E2B2739A71C4C777CD1EBC61BC7C0A577539F9B76",3,2,12,0,TRUE,0.343457692443081,"","","",TRUE,0.02859486463594,0.616057683284352,0.0464158883361278,TRUE,27,3.75295779314204,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","","",0.0899999999999999,TRUE
"A3",2012,22,20780853,FALSE,789,"5B27CCA665B0D12C3736A33E2B2739A71C4C777CD1EBC61BC7C0A577539F9B76",3,2,12,0,TRUE,0.343457692443081,"","","",TRUE,0.00616057683284352,0.616057683284352,0.01,TRUE,20,3.80198502320905,"","Note: Network with lowest lambda selected as best network: assumption of sparsity might be violated.","",0.109999999999999,TRUE
"A2",2012,23,20780854,FALSE,789,"5E2612E89366F19E94A0D52A90346E3F59800942C0079DF019B3ACB852C4296C",3,3,10,0,TRUE,0.331027929037475,"","","",TRUE,0.0114521751025062,0.625549551553514,0.0183073828029537,TRUE,29,4.06351480221943,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","","",0.0800000000000001,TRUE
"A3",2012,23,20780854,FALSE,789,"5E2612E89366F19E94A0D52A90346E3F59800942C0079DF019B3ACB852C4296C",3,3,10,0,TRUE,0.331027929037475,"","","",TRUE,0.00907565291769069,0.625549551553514,0.0145082877849594,FALSE,18,3.60225345121183,"","","",0.100000000000001,TRUE
"A2",2012,24,20780855,FALSE,789,"8EC41197A1F76D0D5D5AE406518F636A924E1C1D249688C8F128BF69059BA0D0",3,1,14,0,TRUE,0.362060884122798,"","","",TRUE,0.0436859663960761,0.59109199612579,0.0739072203352578,TRUE,25,3.44617870239623,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","","",0.11,TRUE
"A3",2012,24,20780855,FALSE,789,"8EC41197A1F76D0D5D5AE406518F636A924E1C1D249688C8F128BF69059BA0D0",3,1,14,0,TRUE,0.362060884122798,"","","",TRUE,0.0059109199612579,0.59109199612579,0.01,TRUE,21,3.92943761441049,"","Note: Network with lowest lambda selected as best network: assumption of sparsity might be violated.","",0.11,TRUE
"A2",2012,25,20780856,FALSE,789,"6804808E658F67E85EE75C684BDA988CD342CF4207188588DC6D719B03A592E9",3,2,14,0,TRUE,0.363279463411691,"","","",TRUE,0.0555066171317876,0.568127445550565,0.0977009957299225,TRUE,20,3.12043790299714,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","","",0.11,TRUE
"A3",2012,25,20780856,FALSE,789,"6804808E658F67E85EE75C684BDA988CD342CF4207188588DC6D719B03A592E9",3,2,14,0,TRUE,0.363279463411691,"","","",TRUE,0.019948043907979,0.568127445550565,0.0351119173421513,FALSE,16,3.20873071303363,"","","",0.12,TRUE
"A2",2012,26,20780857,FALSE,789,"BFF2AFADFA0DC24947FACD0121FDF20B00544E18C4C638E689EDF220D7E264C5",3,2,11,0,TRUE,0.330398881972773,"","","",TRUE,0.0282818447376987,0.638326812806109,0.0443062145758388,TRUE,26,3.66284870804227,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","","",0.109999999999999,TRUE
"A3",2012,26,20780857,FALSE,789,"BFF2AFADFA0DC24947FACD0121FDF20B00544E18C4C638E689EDF220D7E264C5",3,2,11,0,TRUE,0.330398881972773,"","","",TRUE,0.016954520490216,0.638326812806109,0.0265608778294669,FALSE,16,3.29201941291776,"","","",0.0999999999999996,TRUE
"A2",2012,27,20780858,FALSE,789,"69A360FCF00797D6159ED775B37FA10327D4EFDAF0F73336055E7B029170B83E",3,3,11,0,TRUE,0.328158531853003,"","","",TRUE,0.0444290717968652,0.629770613548764,0.0705480231071864,TRUE,21,3.3591216634025,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","","",0.0800000000000001,TRUE
"A3",2012,27,20780858,FALSE,789,"69A360FCF00797D6159ED775B37FA10327D4EFDAF0F73336055E7B029170B83E",3,3,11,0,TRUE,0.328158531853003,"","","",TRUE,0.0159669805293731,0.629770613548764,0.0253536449397011,FALSE,16,3.409884771809,"","","",0.0899999999999999,TRUE
"A2",2012,28,20780859,FALSE,789,"9A9045D0F031A67B926944DE3E1B0C93DB020C63745344785F73A2CBA8725468",3,3,11,0,TRUE,0.319094793304017,"","","",TRUE,0.0279077172198416,0.629882680951495,0.0443062145758388,TRUE,28,3.89859247758636,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","","",0.0899999999999999,TRUE
"A3",2012,28,20780859,FALSE,789,"9A9045D0F031A67B926944DE3E1B0C93DB020C63745344785F73A2CBA8725468",3,3,11,0,TRUE,0.319094793304017,"","","",TRUE,0.0115315033611298,0.629882680951495,0.0183073828029537,FALSE,21,4.01389436652483,"","","",0.109999999999999,TRUE
"A2",2012,29,20780860,FALSE,789,"82C62C09DED37EA5B4E0F9FD23EFAF4361B221843900B687310FFA9ED487D44D",3,2,12,0,TRUE,0.325533775634323,"","","",TRUE,0.0263358865418595,0.622709249008575,0.042292428743895,TRUE,27,3.69291884525642,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","","",0.0800000000000001,TRUE
"A3",2012,29,20780860,FALSE,789,"82C62C09DED37EA5B4E0F9FD23EFAF4361B221843900B687310FFA9ED487D44D",3,2,12,0,TRUE,0.325533775634323,"","","",TRUE,0.0119430045871191,0.622709249008575,0.0191791026167249,FALSE,19,3.55041703326169,"","","",0.100000000000001,TRUE
"A2",2012,30,20780861,FALSE,789,"AC4A7FE0BE4449575F4399293830E03210D67BBEF5D2C41BE757C4F6A1F1E9E9",3,5,13,0,TRUE,0.333829931378992,"","","",TRUE,0.0184923798670396,0.634375411647476,0.0291505306282518,TRUE,28,3.86454526606432,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","","",0.0999999999999996,TRUE
"A3",2012,30,20780861,FALSE,789,"AC4A7FE0BE4449575F4399293830E03210D67BBEF5D2C41BE757C4F6A1F1E9E9",3,5,13,0,TRUE,0.333829931378992,"","","",TRUE,0.00634375411647476,0.634375411647476,0.01,TRUE,18,3.70407302648026,"","Note: Network with lowest lambda selected as best network: assumption of sparsity might be violated.","",0.0999999999999996,TRUE
"A2",2012,31,20780862,FALSE,789,"18A4DA5A01493C0555C1265E539AED27D11A8CE32C2E435FAAA4F630A3E4948F",3,4,13,0,TRUE,0.319837117157309,"","","",TRUE,0.0529752977562129,0.623419635833143,0.0849753435908644,TRUE,23,3.44003465015478,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","","",0.109999999999999,TRUE
"A3",2012,31,20780862,FALSE,789,"18A4DA5A01493C0555C1265E539AED27D11A8CE32C2E435FAAA4F630A3E4948F",3,4,13,0,TRUE,0.319837117157309,"","","",TRUE,0.00992660359168084,0.623419635833143,0.0159228279334109,FALSE,18,3.70227443581853,"","","",0.109999999999999,TRUE
"A2",2012,32,20780863,FALSE,789,"3D1965095CFE9049F14B0886DBFE1EF164AC27863629EA92B7D1D88EAEFA7A17",3,4,12,0,TRUE,0.343459867877425,"","","",TRUE,0.0415164818013898,0.616506578355289,0.0673415065775082,TRUE,24,3.49025730567013,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","","",0.11,TRUE
"A3",2012,32,20780863,FALSE,789,"3D1965095CFE9049F14B0886DBFE1EF164AC27863629EA92B7D1D88EAEFA7A17",3,4,12,0,TRUE,0.343459867877425,"","","",TRUE,0.00616506578355289,0.616506578355289,0.01,TRUE,17,3.64867038281955,"","Note: Network with lowest lambda selected as best network: assumption of sparsity might be violated.","",0.0999999999999996,TRUE
"A2",2012,33,20780864,FALSE,789,"7BEC95ED88F19777D74327D3C85A671DBBFF3DD700A7719DA06502DC31AF43B3",3,3,10,0,TRUE,0.343156234992316,"","","",TRUE,0.0301609003716802,0.592070734714231,0.0509413801481638,TRUE,24,3.51646094393207,"A dense regularized network was selected (lambda < 0.1 * lambda.max). Recent work indicates a possible drop in specificity. Interpret the presence of the smallest edges with care. Setting threshold = TRUE will enforce higher specificity, at the cost of sensitivity.","","",0.100000000000001,TRUE
"A3",2012,33,20780864,FALSE,789,"7BEC95ED88F19777D74327D3C85A671DBBFF3DD700A7719DA06502DC31AF43B3",3,3,10,0,TRUE,0.343156234992316,"","","",TRUE,0.00592070734714231,0.592070734714231,0.01,TRUE,16,3.44705632890373,"","Note: Network with lowest lambda selected as best network: assumption of sparsity might be violated.","",0.0800000000000001,TRUE
