"Claim_ID","Wave","Node_1","Node_2","Primary_edge_weight","Primary_retained","Module_ID","Variant","Applicable","Sensitivity_edge_weight","Absolute_difference","Robustness_status","Evidence_status"
"EDGE_2004_VCF0806_VCF0838",2004,"VCF0806","VCF0838",0,FALSE,"S09_D15_WEIGHT","W_POST_COMPAT",TRUE,0,0,"UNCHANGED","REUSED_VALIDATED_POINT_NETWORK"
"EDGE_2004_VCF0806_VCF0838",2004,"VCF0806","VCF0838",0,FALSE,"S09_D19_MODE","ALL_INTERNET",FALSE,,,"NOT_APPLICABLE","OUTSIDE_MODULE_SCOPE"
"EDGE_2004_VCF0806_VCF0839",2004,"VCF0806","VCF0839",0.202102045526152,TRUE,"S09_D11","PAIRWISE_AVAILABLE",TRUE,0.240594850517889,0.0384928049917369,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2004_VCF0806_VCF0839",2004,"VCF0806","VCF0839",0.202102045526152,TRUE,"S09_D20A_GAMMA","GAMMA_025",TRUE,0.202102045526152,0,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2004_VCF0806_VCF0839",2004,"VCF0806","VCF0839",0.202102045526152,TRUE,"S09_D20A_NO_VCF0839","NO_VCF0839",FALSE,,,"NOT_APPLICABLE","OUTSIDE_MODULE_SCOPE"
"EDGE_2004_VCF0806_VCF0839",2004,"VCF0806","VCF0839",0.202102045526152,TRUE,"S09_D15_WEIGHT","W_CDF",TRUE,0.167436579518275,0.0346654660078776,"UNCHANGED","REUSED_VALIDATED_POINT_NETWORK"
"EDGE_2004_VCF0806_VCF0839",2004,"VCF0806","VCF0839",0.202102045526152,TRUE,"S09_D15_WEIGHT","W_POST_COMPAT",TRUE,0.1681315394684,0.0339705060577528,"UNCHANGED","REUSED_VALIDATED_POINT_NETWORK"
"EDGE_2004_VCF0806_VCF0839",2004,"VCF0806","VCF0839",0.202102045526152,TRUE,"S09_D19_MODE","ALL_INTERNET",FALSE,,,"NOT_APPLICABLE","OUTSIDE_MODULE_SCOPE"
"EDGE_2004_VCF0806_VCF0879a",2004,"VCF0806","VCF0879a",0.0181396986119873,TRUE,"S09_D11","PAIRWISE_AVAILABLE",TRUE,0.0361848959838962,0.0180451973719089,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2004_VCF0806_VCF0879a",2004,"VCF0806","VCF0879a",0.0181396986119873,TRUE,"S09_D20A_GAMMA","GAMMA_025",TRUE,0.0181396986119873,0,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2004_VCF0806_VCF0879a",2004,"VCF0806","VCF0879a",0.0181396986119873,TRUE,"S09_D20A_NO_VCF0839","NO_VCF0839",TRUE,0.0258112242216587,0.00767152560967136,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2004_VCF0806_VCF0879a",2004,"VCF0806","VCF0879a",0.0181396986119873,TRUE,"S09_D15_WEIGHT","W_CDF",TRUE,0.0365951851176204,0.0184554865056331,"UNCHANGED","REUSED_VALIDATED_POINT_NETWORK"
"EDGE_2004_VCF0806_VCF0879a",2004,"VCF0806","VCF0879a",0.0181396986119873,TRUE,"S09_D15_WEIGHT","W_POST_COMPAT",TRUE,0.0372566381104135,0.0191169394984261,"UNCHANGED","REUSED_VALIDATED_POINT_NETWORK"
"EDGE_2004_VCF0806_VCF0879a",2004,"VCF0806","VCF0879a",0.0181396986119873,TRUE,"S09_D19_MODE","ALL_INTERNET",FALSE,,,"NOT_APPLICABLE","OUTSIDE_MODULE_SCOPE"
"EDGE_2004_VCF0806_VCF0888",2004,"VCF0806","VCF0888",-0.0229081218231701,TRUE,"S09_D11","PAIRWISE_AVAILABLE",TRUE,-0.0357063361931486,0.0127982143699785,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2004_VCF0806_VCF0888",2004,"VCF0806","VCF0888",-0.0229081218231701,TRUE,"S09_D20A_GAMMA","GAMMA_025",TRUE,-0.0229081218231701,0,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2004_VCF0806_VCF0888",2004,"VCF0806","VCF0888",-0.0229081218231701,TRUE,"S09_D20A_NO_VCF0839","NO_VCF0839",TRUE,-0.0340099219943034,0.0111018001711333,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2004_VCF0806_VCF0888",2004,"VCF0806","VCF0888",-0.0229081218231701,TRUE,"S09_D15_WEIGHT","W_CDF",TRUE,0,0.0229081218231701,"CHANGED","REUSED_VALIDATED_POINT_NETWORK"
"EDGE_2004_VCF0806_VCF0888",2004,"VCF0806","VCF0888",-0.0229081218231701,TRUE,"S09_D15_WEIGHT","W_POST_COMPAT",TRUE,0,0.0229081218231701,"CHANGED","REUSED_VALIDATED_POINT_NETWORK"
"EDGE_2004_VCF0806_VCF0888",2004,"VCF0806","VCF0888",-0.0229081218231701,TRUE,"S09_D19_MODE","ALL_INTERNET",FALSE,,,"NOT_APPLICABLE","OUTSIDE_MODULE_SCOPE"
"EDGE_2004_VCF0806_VCF0890",2004,"VCF0806","VCF0890",0.112679497729288,TRUE,"S09_D11","PAIRWISE_AVAILABLE",TRUE,0.055084751299356,0.0575947464299319,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2004_VCF0806_VCF0890",2004,"VCF0806","VCF0890",0.112679497729288,TRUE,"S09_D20A_GAMMA","GAMMA_025",TRUE,0.112679497729288,0,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2004_VCF0806_VCF0890",2004,"VCF0806","VCF0890",0.112679497729288,TRUE,"S09_D20A_NO_VCF0839","NO_VCF0839",TRUE,0.200850636080045,0.0881711383507573,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2004_VCF0806_VCF0890",2004,"VCF0806","VCF0890",0.112679497729288,TRUE,"S09_D15_WEIGHT","W_CDF",TRUE,0.112618976730467,6.05209988206457e-05,"UNCHANGED","REUSED_VALIDATED_POINT_NETWORK"
"EDGE_2004_VCF0806_VCF0890",2004,"VCF0806","VCF0890",0.112679497729288,TRUE,"S09_D15_WEIGHT","W_POST_COMPAT",TRUE,0.113066741783868,0.000387244054579947,"UNCHANGED","REUSED_VALIDATED_POINT_NETWORK"
"EDGE_2004_VCF0806_VCF0890",2004,"VCF0806","VCF0890",0.112679497729288,TRUE,"S09_D19_MODE","ALL_INTERNET",FALSE,,,"NOT_APPLICABLE","OUTSIDE_MODULE_SCOPE"
"EDGE_2004_VCF0806_VCF0894",2004,"VCF0806","VCF0894",0,FALSE,"S09_D11","PAIRWISE_AVAILABLE",TRUE,0,0,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2004_VCF0806_VCF0894",2004,"VCF0806","VCF0894",0,FALSE,"S09_D20A_GAMMA","GAMMA_025",TRUE,0,0,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2004_VCF0806_VCF0894",2004,"VCF0806","VCF0894",0,FALSE,"S09_D20A_NO_VCF0839","NO_VCF0839",TRUE,0,0,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2004_VCF0806_VCF0894",2004,"VCF0806","VCF0894",0,FALSE,"S09_D15_WEIGHT","W_CDF",TRUE,0,0,"UNCHANGED","REUSED_VALIDATED_POINT_NETWORK"
"EDGE_2004_VCF0806_VCF0894",2004,"VCF0806","VCF0894",0,FALSE,"S09_D15_WEIGHT","W_POST_COMPAT",TRUE,0,0,"UNCHANGED","REUSED_VALIDATED_POINT_NETWORK"
"EDGE_2004_VCF0806_VCF0894",2004,"VCF0806","VCF0894",0,FALSE,"S09_D19_MODE","ALL_INTERNET",FALSE,,,"NOT_APPLICABLE","OUTSIDE_MODULE_SCOPE"
"EDGE_2004_VCF0806_VCF9223",2004,"VCF0806","VCF9223",0,FALSE,"S09_D11","PAIRWISE_AVAILABLE",TRUE,0,0,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2004_VCF0806_VCF9223",2004,"VCF0806","VCF9223",0,FALSE,"S09_D20A_GAMMA","GAMMA_025",TRUE,0,0,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2004_VCF0806_VCF9223",2004,"VCF0806","VCF9223",0,FALSE,"S09_D20A_NO_VCF0839","NO_VCF0839",TRUE,-0.0154627808465256,0.0154627808465256,"CHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2004_VCF0806_VCF9223",2004,"VCF0806","VCF9223",0,FALSE,"S09_D15_WEIGHT","W_CDF",TRUE,0,0,"UNCHANGED","REUSED_VALIDATED_POINT_NETWORK"
"EDGE_2004_VCF0806_VCF9223",2004,"VCF0806","VCF9223",0,FALSE,"S09_D15_WEIGHT","W_POST_COMPAT",TRUE,0,0,"UNCHANGED","REUSED_VALIDATED_POINT_NETWORK"
"EDGE_2004_VCF0806_VCF9223",2004,"VCF0806","VCF9223",0,FALSE,"S09_D19_MODE","ALL_INTERNET",FALSE,,,"NOT_APPLICABLE","OUTSIDE_MODULE_SCOPE"
"EDGE_2004_VCF0809_VCF0838",2004,"VCF0809","VCF0838",0.055711694432488,TRUE,"S09_D11","PAIRWISE_AVAILABLE",TRUE,0.0348281343136173,0.0208835601188707,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2004_VCF0809_VCF0838",2004,"VCF0809","VCF0838",0.055711694432488,TRUE,"S09_D20A_GAMMA","GAMMA_025",TRUE,0.055711694432488,0,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2004_VCF0809_VCF0838",2004,"VCF0809","VCF0838",0.055711694432488,TRUE,"S09_D20A_NO_VCF0839","NO_VCF0839",TRUE,0.0797140354436927,0.0240023410112047,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2004_VCF0809_VCF0838",2004,"VCF0809","VCF0838",0.055711694432488,TRUE,"S09_D15_WEIGHT","W_CDF",TRUE,0.0543235686249798,0.00138812580750821,"UNCHANGED","REUSED_VALIDATED_POINT_NETWORK"
"EDGE_2004_VCF0809_VCF0838",2004,"VCF0809","VCF0838",0.055711694432488,TRUE,"S09_D15_WEIGHT","W_POST_COMPAT",TRUE,0.0559018436424103,0.000190149209922351,"UNCHANGED","REUSED_VALIDATED_POINT_NETWORK"
"EDGE_2004_VCF0809_VCF0838",2004,"VCF0809","VCF0838",0.055711694432488,TRUE,"S09_D19_MODE","ALL_INTERNET",FALSE,,,"NOT_APPLICABLE","OUTSIDE_MODULE_SCOPE"
"EDGE_2004_VCF0809_VCF0839",2004,"VCF0809","VCF0839",0.109000188940431,TRUE,"S09_D11","PAIRWISE_AVAILABLE",TRUE,0.123231427842364,0.0142312389019325,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2004_VCF0809_VCF0839",2004,"VCF0809","VCF0839",0.109000188940431,TRUE,"S09_D20A_GAMMA","GAMMA_025",TRUE,0.109000188940431,0,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2004_VCF0809_VCF0839",2004,"VCF0809","VCF0839",0.109000188940431,TRUE,"S09_D20A_NO_VCF0839","NO_VCF0839",FALSE,,,"NOT_APPLICABLE","OUTSIDE_MODULE_SCOPE"
"EDGE_2004_VCF0809_VCF0839",2004,"VCF0809","VCF0839",0.109000188940431,TRUE,"S09_D15_WEIGHT","W_CDF",TRUE,0.0804751104494008,0.0285250784910303,"UNCHANGED","REUSED_VALIDATED_POINT_NETWORK"
"EDGE_2004_VCF0809_VCF0839",2004,"VCF0809","VCF0839",0.109000188940431,TRUE,"S09_D15_WEIGHT","W_POST_COMPAT",TRUE,0.0791147567409841,0.029885432199447,"UNCHANGED","REUSED_VALIDATED_POINT_NETWORK"
"EDGE_2004_VCF0809_VCF0839",2004,"VCF0809","VCF0839",0.109000188940431,TRUE,"S09_D19_MODE","ALL_INTERNET",FALSE,,,"NOT_APPLICABLE","OUTSIDE_MODULE_SCOPE"
"EDGE_2004_VCF0809_VCF0879a",2004,"VCF0809","VCF0879a",0,FALSE,"S09_D11","PAIRWISE_AVAILABLE",TRUE,0,0,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2004_VCF0809_VCF0879a",2004,"VCF0809","VCF0879a",0,FALSE,"S09_D20A_GAMMA","GAMMA_025",TRUE,0,0,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2004_VCF0809_VCF0879a",2004,"VCF0809","VCF0879a",0,FALSE,"S09_D20A_NO_VCF0839","NO_VCF0839",TRUE,0,0,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2004_VCF0809_VCF0879a",2004,"VCF0809","VCF0879a",0,FALSE,"S09_D15_WEIGHT","W_CDF",TRUE,0,0,"UNCHANGED","REUSED_VALIDATED_POINT_NETWORK"
"EDGE_2004_VCF0809_VCF0879a",2004,"VCF0809","VCF0879a",0,FALSE,"S09_D15_WEIGHT","W_POST_COMPAT",TRUE,0,0,"UNCHANGED","REUSED_VALIDATED_POINT_NETWORK"
"EDGE_2004_VCF0809_VCF0879a",2004,"VCF0809","VCF0879a",0,FALSE,"S09_D19_MODE","ALL_INTERNET",FALSE,,,"NOT_APPLICABLE","OUTSIDE_MODULE_SCOPE"
"EDGE_2004_VCF0809_VCF0888",2004,"VCF0809","VCF0888",-0.0294227504442804,TRUE,"S09_D11","PAIRWISE_AVAILABLE",TRUE,0,0.0294227504442804,"CHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2004_VCF0809_VCF0888",2004,"VCF0809","VCF0888",-0.0294227504442804,TRUE,"S09_D20A_GAMMA","GAMMA_025",TRUE,-0.0294227504442804,0,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2004_VCF0809_VCF0888",2004,"VCF0809","VCF0888",-0.0294227504442804,TRUE,"S09_D20A_NO_VCF0839","NO_VCF0839",TRUE,-0.0400773066138536,0.0106545561695731,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2004_VCF0809_VCF0888",2004,"VCF0809","VCF0888",-0.0294227504442804,TRUE,"S09_D15_WEIGHT","W_CDF",TRUE,-0.0477242046927813,0.0183014542485009,"UNCHANGED","REUSED_VALIDATED_POINT_NETWORK"
"EDGE_2004_VCF0809_VCF0888",2004,"VCF0809","VCF0888",-0.0294227504442804,TRUE,"S09_D15_WEIGHT","W_POST_COMPAT",TRUE,-0.0471376294239675,0.0177148789796871,"UNCHANGED","REUSED_VALIDATED_POINT_NETWORK"
"EDGE_2004_VCF0809_VCF0888",2004,"VCF0809","VCF0888",-0.0294227504442804,TRUE,"S09_D19_MODE","ALL_INTERNET",FALSE,,,"NOT_APPLICABLE","OUTSIDE_MODULE_SCOPE"
"EDGE_2004_VCF0809_VCF0890",2004,"VCF0809","VCF0890",0.086021602736654,TRUE,"S09_D11","PAIRWISE_AVAILABLE",TRUE,0.10851110508886,0.0224895023522055,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2004_VCF0809_VCF0890",2004,"VCF0809","VCF0890",0.086021602736654,TRUE,"S09_D20A_GAMMA","GAMMA_025",TRUE,0.086021602736654,0,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2004_VCF0809_VCF0890",2004,"VCF0809","VCF0890",0.086021602736654,TRUE,"S09_D20A_NO_VCF0839","NO_VCF0839",TRUE,0.118868759006315,0.0328471562696611,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2004_VCF0809_VCF0890",2004,"VCF0809","VCF0890",0.086021602736654,TRUE,"S09_D15_WEIGHT","W_CDF",TRUE,0.133661807752856,0.0476402050162022,"UNCHANGED","REUSED_VALIDATED_POINT_NETWORK"
"EDGE_2004_VCF0809_VCF0890",2004,"VCF0809","VCF0890",0.086021602736654,TRUE,"S09_D15_WEIGHT","W_POST_COMPAT",TRUE,0.130521165280181,0.0444995625435269,"UNCHANGED","REUSED_VALIDATED_POINT_NETWORK"
"EDGE_2004_VCF0809_VCF0890",2004,"VCF0809","VCF0890",0.086021602736654,TRUE,"S09_D19_MODE","ALL_INTERNET",FALSE,,,"NOT_APPLICABLE","OUTSIDE_MODULE_SCOPE"
"EDGE_2004_VCF0809_VCF0894",2004,"VCF0809","VCF0894",0.253193469933843,TRUE,"S09_D11","PAIRWISE_AVAILABLE",TRUE,0.233768492397161,0.019424977536682,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2004_VCF0809_VCF0894",2004,"VCF0809","VCF0894",0.253193469933843,TRUE,"S09_D20A_GAMMA","GAMMA_025",TRUE,0.253193469933843,0,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2004_VCF0809_VCF0894",2004,"VCF0809","VCF0894",0.253193469933843,TRUE,"S09_D20A_NO_VCF0839","NO_VCF0839",TRUE,0.298425521021944,0.0452320510881009,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2004_VCF0809_VCF0894",2004,"VCF0809","VCF0894",0.253193469933843,TRUE,"S09_D15_WEIGHT","W_CDF",TRUE,0.226620333063218,0.0265731368706256,"UNCHANGED","REUSED_VALIDATED_POINT_NETWORK"
"EDGE_2004_VCF0809_VCF0894",2004,"VCF0809","VCF0894",0.253193469933843,TRUE,"S09_D15_WEIGHT","W_POST_COMPAT",TRUE,0.227243920870231,0.0259495490636127,"UNCHANGED","REUSED_VALIDATED_POINT_NETWORK"
"EDGE_2004_VCF0809_VCF0894",2004,"VCF0809","VCF0894",0.253193469933843,TRUE,"S09_D19_MODE","ALL_INTERNET",FALSE,,,"NOT_APPLICABLE","OUTSIDE_MODULE_SCOPE"
"EDGE_2004_VCF0809_VCF9223",2004,"VCF0809","VCF9223",-0.0428131826413368,TRUE,"S09_D11","PAIRWISE_AVAILABLE",TRUE,-0.0279815990474912,0.0148315835938456,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2004_VCF0809_VCF9223",2004,"VCF0809","VCF9223",-0.0428131826413368,TRUE,"S09_D20A_GAMMA","GAMMA_025",TRUE,-0.0428131826413368,0,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2004_VCF0809_VCF9223",2004,"VCF0809","VCF9223",-0.0428131826413368,TRUE,"S09_D20A_NO_VCF0839","NO_VCF0839",TRUE,-0.0667202804127009,0.0239070977713641,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2004_VCF0809_VCF9223",2004,"VCF0809","VCF9223",-0.0428131826413368,TRUE,"S09_D15_WEIGHT","W_CDF",TRUE,-0.0522648908546349,0.00945170821329815,"UNCHANGED","REUSED_VALIDATED_POINT_NETWORK"
"EDGE_2004_VCF0809_VCF9223",2004,"VCF0809","VCF9223",-0.0428131826413368,TRUE,"S09_D15_WEIGHT","W_POST_COMPAT",TRUE,-0.0545927930808255,0.0117796104394887,"UNCHANGED","REUSED_VALIDATED_POINT_NETWORK"
"EDGE_2004_VCF0809_VCF9223",2004,"VCF0809","VCF9223",-0.0428131826413368,TRUE,"S09_D19_MODE","ALL_INTERNET",FALSE,,,"NOT_APPLICABLE","OUTSIDE_MODULE_SCOPE"
"EDGE_2004_VCF0838_VCF0839",2004,"VCF0838","VCF0839",0.0766442393357764,TRUE,"S09_D11","PAIRWISE_AVAILABLE",TRUE,0.0665823174743279,0.0100619218614485,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2004_VCF0838_VCF0839",2004,"VCF0838","VCF0839",0.0766442393357764,TRUE,"S09_D20A_GAMMA","GAMMA_025",TRUE,0.0766442393357764,0,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2004_VCF0838_VCF0839",2004,"VCF0838","VCF0839",0.0766442393357764,TRUE,"S09_D20A_NO_VCF0839","NO_VCF0839",FALSE,,,"NOT_APPLICABLE","OUTSIDE_MODULE_SCOPE"
"EDGE_2004_VCF0838_VCF0839",2004,"VCF0838","VCF0839",0.0766442393357764,TRUE,"S09_D15_WEIGHT","W_CDF",TRUE,0.0371780036524478,0.0394662356833287,"UNCHANGED","REUSED_VALIDATED_POINT_NETWORK"
"EDGE_2004_VCF0838_VCF0839",2004,"VCF0838","VCF0839",0.0766442393357764,TRUE,"S09_D15_WEIGHT","W_POST_COMPAT",TRUE,0.0385676560795868,0.0380765832561896,"UNCHANGED","REUSED_VALIDATED_POINT_NETWORK"
"EDGE_2004_VCF0838_VCF0839",2004,"VCF0838","VCF0839",0.0766442393357764,TRUE,"S09_D19_MODE","ALL_INTERNET",FALSE,,,"NOT_APPLICABLE","OUTSIDE_MODULE_SCOPE"
"EDGE_2004_VCF0838_VCF0879a",2004,"VCF0838","VCF0879a",0,FALSE,"S09_D11","PAIRWISE_AVAILABLE",TRUE,0,0,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2004_VCF0838_VCF0879a",2004,"VCF0838","VCF0879a",0,FALSE,"S09_D20A_GAMMA","GAMMA_025",TRUE,0,0,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2004_VCF0838_VCF0879a",2004,"VCF0838","VCF0879a",0,FALSE,"S09_D20A_NO_VCF0839","NO_VCF0839",TRUE,0,0,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2004_VCF0838_VCF0879a",2004,"VCF0838","VCF0879a",0,FALSE,"S09_D15_WEIGHT","W_CDF",TRUE,0,0,"UNCHANGED","REUSED_VALIDATED_POINT_NETWORK"
"EDGE_2004_VCF0838_VCF0879a",2004,"VCF0838","VCF0879a",0,FALSE,"S09_D15_WEIGHT","W_POST_COMPAT",TRUE,0,0,"UNCHANGED","REUSED_VALIDATED_POINT_NETWORK"
"EDGE_2004_VCF0838_VCF0879a",2004,"VCF0838","VCF0879a",0,FALSE,"S09_D19_MODE","ALL_INTERNET",FALSE,,,"NOT_APPLICABLE","OUTSIDE_MODULE_SCOPE"
"EDGE_2004_VCF0838_VCF0888",2004,"VCF0838","VCF0888",-0.0374456271586838,TRUE,"S09_D11","PAIRWISE_AVAILABLE",TRUE,-0.0464946281497913,0.00904900099110751,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2004_VCF0838_VCF0888",2004,"VCF0838","VCF0888",-0.0374456271586838,TRUE,"S09_D20A_GAMMA","GAMMA_025",TRUE,-0.0374456271586838,0,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2004_VCF0838_VCF0888",2004,"VCF0838","VCF0888",-0.0374456271586838,TRUE,"S09_D20A_NO_VCF0839","NO_VCF0839",TRUE,-0.0487450570782965,0.0112994299196127,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2004_VCF0838_VCF0888",2004,"VCF0838","VCF0888",-0.0374456271586838,TRUE,"S09_D15_WEIGHT","W_CDF",TRUE,0,0.0374456271586838,"CHANGED","REUSED_VALIDATED_POINT_NETWORK"
"EDGE_2004_VCF0838_VCF0888",2004,"VCF0838","VCF0888",-0.0374456271586838,TRUE,"S09_D15_WEIGHT","W_POST_COMPAT",TRUE,0,0.0374456271586838,"CHANGED","REUSED_VALIDATED_POINT_NETWORK"
"EDGE_2004_VCF0838_VCF0888",2004,"VCF0838","VCF0888",-0.0374456271586838,TRUE,"S09_D19_MODE","ALL_INTERNET",FALSE,,,"NOT_APPLICABLE","OUTSIDE_MODULE_SCOPE"
"EDGE_2004_VCF0838_VCF0890",2004,"VCF0838","VCF0890",0.0613363217966801,TRUE,"S09_D11","PAIRWISE_AVAILABLE",TRUE,0.048080385733552,0.0132559360631281,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2004_VCF0838_VCF0890",2004,"VCF0838","VCF0890",0.0613363217966801,TRUE,"S09_D20A_GAMMA","GAMMA_025",TRUE,0.0613363217966801,0,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2004_VCF0838_VCF0890",2004,"VCF0838","VCF0890",0.0613363217966801,TRUE,"S09_D20A_NO_VCF0839","NO_VCF0839",TRUE,0.104408727257715,0.0430724054610345,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2004_VCF0838_VCF0890",2004,"VCF0838","VCF0890",0.0613363217966801,TRUE,"S09_D15_WEIGHT","W_CDF",TRUE,0.06910777858305,0.0077714567863699,"UNCHANGED","REUSED_VALIDATED_POINT_NETWORK"
"EDGE_2004_VCF0838_VCF0890",2004,"VCF0838","VCF0890",0.0613363217966801,TRUE,"S09_D15_WEIGHT","W_POST_COMPAT",TRUE,0.0663133212408255,0.00497699944414544,"UNCHANGED","REUSED_VALIDATED_POINT_NETWORK"
"EDGE_2004_VCF0838_VCF0890",2004,"VCF0838","VCF0890",0.0613363217966801,TRUE,"S09_D19_MODE","ALL_INTERNET",FALSE,,,"NOT_APPLICABLE","OUTSIDE_MODULE_SCOPE"
"EDGE_2004_VCF0838_VCF0894",2004,"VCF0838","VCF0894",0,FALSE,"S09_D11","PAIRWISE_AVAILABLE",TRUE,0,0,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"EDGE_2004_VCF0838_VCF0894",2004,"VCF0838","VCF0894",0,FALSE,"S09_D20A_GAMMA","GAMMA_025",TRUE,0,0,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
