"Claim_ID","Wave","Node_1","Node_2","Primary_edge_weight","Primary_retained","Applicable_module_variants","Evaluable_module_variants","Any_not_evaluable","Observed_change_status","Evaluation_completeness","Final_robustness_status","Maximum_observed_absolute_difference"
"EDGE_2004_VCF0809_VCF0890",2004,"VCF0809","VCF0890",0.086021602736654,TRUE,5,5,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0476402050162022
"EDGE_2004_VCF0809_VCF0894",2004,"VCF0809","VCF0894",0.253193469933843,TRUE,5,5,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0452320510881009
"EDGE_2004_VCF0809_VCF9223",2004,"VCF0809","VCF9223",-0.0428131826413368,TRUE,5,5,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0239070977713641
"EDGE_2004_VCF0838_VCF0839",2004,"VCF0838","VCF0839",0.0766442393357764,TRUE,4,4,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0394662356833287
"EDGE_2004_VCF0838_VCF0879a",2004,"VCF0838","VCF0879a",0,FALSE,5,5,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0
"EDGE_2004_VCF0838_VCF0888",2004,"VCF0838","VCF0888",-0.0374456271586838,TRUE,5,5,FALSE,"CHANGED","COMPLETE","CHANGED",0.0374456271586838
"EDGE_2004_VCF0838_VCF0890",2004,"VCF0838","VCF0890",0.0613363217966801,TRUE,5,5,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0430724054610345
"EDGE_2004_VCF0838_VCF0894",2004,"VCF0838","VCF0894",0,FALSE,5,5,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0
"EDGE_2004_VCF0838_VCF9223",2004,"VCF0838","VCF9223",0.0742691350936274,TRUE,5,5,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0249962524829696
"EDGE_2004_VCF0839_VCF0879a",2004,"VCF0839","VCF0879a",0,FALSE,4,4,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0
"EDGE_2004_VCF0839_VCF0888",2004,"VCF0839","VCF0888",0,FALSE,4,4,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0
"EDGE_2004_VCF0839_VCF0890",2004,"VCF0839","VCF0890",0.302310172712598,TRUE,4,4,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0286231393973971
"EDGE_2004_VCF0839_VCF0894",2004,"VCF0839","VCF0894",0.178137225084089,TRUE,4,4,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0212201700591758
"EDGE_2004_VCF0839_VCF9223",2004,"VCF0839","VCF9223",-0.0798569215033069,TRUE,4,4,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0089639413006697
"EDGE_2004_VCF0879a_VCF0888",2004,"VCF0879a","VCF0888",-0.0743041345843866,TRUE,5,5,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0234757124326093
"EDGE_2004_VCF0879a_VCF0890",2004,"VCF0879a","VCF0890",0.0499912636732557,TRUE,5,5,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0176974294021347
"EDGE_2004_VCF0879a_VCF0894",2004,"VCF0879a","VCF0894",0.0872300472315628,TRUE,5,5,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0195944535290687
"EDGE_2004_VCF0879a_VCF9223",2004,"VCF0879a","VCF9223",0.449956286828701,TRUE,5,5,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.013872606880151
"EDGE_2004_VCF0888_VCF0890",2004,"VCF0888","VCF0890",0.246375316880606,TRUE,5,5,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0295195472223902
"EDGE_2004_VCF0888_VCF0894",2004,"VCF0888","VCF0894",0,FALSE,5,5,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0
"EDGE_2004_VCF0888_VCF9223",2004,"VCF0888","VCF9223",-0.0883941487208757,TRUE,5,5,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0123754494894825
"EDGE_2004_VCF0890_VCF0894",2004,"VCF0890","VCF0894",0.163619760585957,TRUE,5,5,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0786965759756569
"EDGE_2004_VCF0890_VCF9223",2004,"VCF0890","VCF9223",0,FALSE,5,5,FALSE,"CHANGED","COMPLETE","CHANGED",0.0388480312280543
"EDGE_2004_VCF0894_VCF9223",2004,"VCF0894","VCF9223",0,FALSE,5,5,FALSE,"CHANGED","COMPLETE","CHANGED",0.00436687977581327
"EDGE_2012_VCF0806_VCF0809",2012,"VCF0806","VCF0809",0.303846021908369,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0603524021697884
"EDGE_2012_VCF0806_VCF0838",2012,"VCF0806","VCF0838",0.163141088733884,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0265976227837577
"EDGE_2012_VCF0806_VCF0839",2012,"VCF0806","VCF0839",0.234328527509928,TRUE,5,5,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0121142527204569
"EDGE_2012_VCF0806_VCF0879a",2012,"VCF0806","VCF0879a",0.0493033840706338,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0249599263089392
"EDGE_2012_VCF0806_VCF0888",2012,"VCF0806","VCF0888",-0.023095672005309,TRUE,6,6,FALSE,"CHANGED","COMPLETE","CHANGED",0.0274505711498602
"EDGE_2012_VCF0806_VCF0890",2012,"VCF0806","VCF0890",0.0586270926415524,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0687396068515123
"EDGE_2012_VCF0806_VCF0894",2012,"VCF0806","VCF0894",0.14949343454668,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0888283743910555
"EDGE_2012_VCF0806_VCF9223",2012,"VCF0806","VCF9223",0.0150369312245018,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0268519903361832
"EDGE_2012_VCF0809_VCF0838",2012,"VCF0809","VCF0838",0,FALSE,6,6,FALSE,"CHANGED","COMPLETE","CHANGED",0.0220054555470494
"EDGE_2012_VCF0809_VCF0839",2012,"VCF0809","VCF0839",0.189210653527643,TRUE,5,5,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.030387774761764
"EDGE_2012_VCF0809_VCF0879a",2012,"VCF0809","VCF0879a",-0.0194987239175984,TRUE,6,6,FALSE,"CHANGED","COMPLETE","CHANGED",0.0248086744432483
"EDGE_2012_VCF0809_VCF0888",2012,"VCF0809","VCF0888",0.0462895145169454,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0356134084603727
"EDGE_2012_VCF0809_VCF0890",2012,"VCF0809","VCF0890",0.0920263712391898,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0571196314126343
"EDGE_2012_VCF0809_VCF0894",2012,"VCF0809","VCF0894",0.151618352474529,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0723540267963852
"EDGE_2012_VCF0809_VCF9223",2012,"VCF0809","VCF9223",-0.0228829782209999,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0175798308528898
"EDGE_2012_VCF0838_VCF0839",2012,"VCF0838","VCF0839",0,FALSE,5,5,FALSE,"CHANGED","COMPLETE","CHANGED",0.0241516983368769
"EDGE_2012_VCF0838_VCF0879a",2012,"VCF0838","VCF0879a",0,FALSE,6,6,FALSE,"CHANGED","COMPLETE","CHANGED",0.00615264977055309
"EDGE_2012_VCF0838_VCF0888",2012,"VCF0838","VCF0888",-0.111103873701375,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0250686157480328
"EDGE_2012_VCF0838_VCF0890",2012,"VCF0838","VCF0890",0.173712290542379,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0110997329855286
"EDGE_2012_VCF0838_VCF0894",2012,"VCF0838","VCF0894",-0.0427267061442297,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0286463525391359
"EDGE_2012_VCF0838_VCF9223",2012,"VCF0838","VCF9223",0.11975354377938,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0150461033381065
"EDGE_2012_VCF0839_VCF0879a",2012,"VCF0839","VCF0879a",0.0243666958303837,TRUE,5,5,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0207255636181248
"EDGE_2012_VCF0839_VCF0888",2012,"VCF0839","VCF0888",0.0279994439971449,TRUE,5,5,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0253902353577922
"EDGE_2012_VCF0839_VCF0890",2012,"VCF0839","VCF0890",0.263346205380432,TRUE,5,5,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0281875609729398
"EDGE_2012_VCF0839_VCF0894",2012,"VCF0839","VCF0894",0.304754460215999,TRUE,5,5,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0423469118535727
"EDGE_2012_VCF0839_VCF9223",2012,"VCF0839","VCF9223",0.0271344846048082,TRUE,5,5,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0251173607903855
"EDGE_2012_VCF0879a_VCF0888",2012,"VCF0879a","VCF0888",-0.122256344533936,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.00930737327853909
"EDGE_2012_VCF0879a_VCF0890",2012,"VCF0879a","VCF0890",-0.0328432083530345,TRUE,6,6,FALSE,"CHANGED","COMPLETE","CHANGED",0.0328432083530345
"EDGE_2012_VCF0879a_VCF0894",2012,"VCF0879a","VCF0894",0.14055343388669,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0154070334941797
"EDGE_2012_VCF0879a_VCF9223",2012,"VCF0879a","VCF9223",0.469833727138572,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0357426263814882
"EDGE_2012_VCF0888_VCF0890",2012,"VCF0888","VCF0890",0.305355221016655,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0281951611744559
"EDGE_2012_VCF0888_VCF0894",2012,"VCF0888","VCF0894",0,FALSE,6,6,FALSE,"CHANGED","COMPLETE","CHANGED",0.0116276336447024
"EDGE_2012_VCF0888_VCF9223",2012,"VCF0888","VCF9223",-0.0713228146329072,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.00563193154242278
"EDGE_2012_VCF0890_VCF0894",2012,"VCF0890","VCF0894",0.156670022803228,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.103325031732698
"EDGE_2012_VCF0890_VCF9223",2012,"VCF0890","VCF9223",0.0384970135041746,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0220177480613502
"EDGE_2012_VCF0894_VCF9223",2012,"VCF0894","VCF9223",-0.00920298803560992,TRUE,6,6,FALSE,"CHANGED","COMPLETE","CHANGED",0.0120409328712817
"EDGE_2016_VCF0806_VCF0809",2016,"VCF0806","VCF0809",0.357600675012053,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.058296560772622
"EDGE_2016_VCF0806_VCF0838",2016,"VCF0806","VCF0838",0.181921384698232,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0163456878174093
"EDGE_2016_VCF0806_VCF0839",2016,"VCF0806","VCF0839",0.190850385470592,TRUE,5,5,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0259695439859277
"EDGE_2016_VCF0806_VCF0879a",2016,"VCF0806","VCF0879a",0.0658181576864972,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.014805390312289
"EDGE_2016_VCF0806_VCF0888",2016,"VCF0806","VCF0888",-0.0783115642198743,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0474845665732456
"EDGE_2016_VCF0806_VCF0890",2016,"VCF0806","VCF0890",0.0590306809790036,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0506589209850964
"EDGE_2016_VCF0806_VCF0894",2016,"VCF0806","VCF0894",0.114332152702858,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0771731626279703
"EDGE_2016_VCF0806_VCF9223",2016,"VCF0806","VCF9223",0.0186252735363306,TRUE,6,6,FALSE,"CHANGED","COMPLETE","CHANGED",0.0186252735363306
"EDGE_2016_VCF0809_VCF0838",2016,"VCF0809","VCF0838",-0.0734135665583111,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0374103133853202
"EDGE_2016_VCF0809_VCF0839",2016,"VCF0809","VCF0839",0.216271398419299,TRUE,5,5,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0226923733518332
"EDGE_2016_VCF0809_VCF0879a",2016,"VCF0809","VCF0879a",0,FALSE,6,6,FALSE,"CHANGED","COMPLETE","CHANGED",0.00734448744881813
"EDGE_2016_VCF0809_VCF0888",2016,"VCF0809","VCF0888",0,FALSE,6,6,FALSE,"CHANGED","COMPLETE","CHANGED",0.0250107897940816
"EDGE_2016_VCF0809_VCF0890",2016,"VCF0809","VCF0890",0.052471021635499,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0603983283721387
"EDGE_2016_VCF0809_VCF0894",2016,"VCF0809","VCF0894",0.173766642629694,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0920722404237761
"EDGE_2016_VCF0809_VCF9223",2016,"VCF0809","VCF9223",0,FALSE,6,6,FALSE,"CHANGED","COMPLETE","CHANGED",0.0230396702703873
"EDGE_2016_VCF0838_VCF0839",2016,"VCF0838","VCF0839",0.0636726525169274,TRUE,5,5,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0111396481140911
"EDGE_2016_VCF0838_VCF0879a",2016,"VCF0838","VCF0879a",0.0198466846918451,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.00678764275601252
"EDGE_2016_VCF0838_VCF0888",2016,"VCF0838","VCF0888",-0.101292565988874,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0299256911155031
"EDGE_2016_VCF0838_VCF0890",2016,"VCF0838","VCF0890",0.108612599323994,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0297282792488849
"EDGE_2016_VCF0838_VCF0894",2016,"VCF0838","VCF0894",0.0364902033127705,TRUE,6,6,FALSE,"CHANGED","COMPLETE","CHANGED",0.0364902033127705
"EDGE_2016_VCF0838_VCF9223",2016,"VCF0838","VCF9223",0.143965510367613,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0130361005342136
"EDGE_2016_VCF0839_VCF0879a",2016,"VCF0839","VCF0879a",0,FALSE,5,5,FALSE,"CHANGED","COMPLETE","CHANGED",0.029759110831148
"EDGE_2016_VCF0839_VCF0888",2016,"VCF0839","VCF0888",0.0370470506219009,TRUE,5,5,FALSE,"CHANGED","COMPLETE","CHANGED",0.0370470506219009
"EDGE_2016_VCF0839_VCF0890",2016,"VCF0839","VCF0890",0.242347657779176,TRUE,5,5,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0224378083332363
"EDGE_2016_VCF0839_VCF0894",2016,"VCF0839","VCF0894",0.329872988221807,TRUE,5,5,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0461882850995368
"EDGE_2016_VCF0839_VCF9223",2016,"VCF0839","VCF9223",0.018458574204645,TRUE,5,5,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0194373487801199
"EDGE_2016_VCF0879a_VCF0888",2016,"VCF0879a","VCF0888",-0.090754153248673,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0138132179535868
"EDGE_2016_VCF0879a_VCF0890",2016,"VCF0879a","VCF0890",0.0141694491107246,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0125738552860324
"EDGE_2016_VCF0879a_VCF0894",2016,"VCF0879a","VCF0894",0.227269099451679,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0298270395694802
"EDGE_2016_VCF0879a_VCF9223",2016,"VCF0879a","VCF9223",0.440934290526284,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0267496415999386
"EDGE_2016_VCF0888_VCF0890",2016,"VCF0888","VCF0890",0.215890208797959,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0170089488181989
"EDGE_2016_VCF0888_VCF0894",2016,"VCF0888","VCF0894",-0.0630943703683428,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0425277751803882
"EDGE_2016_VCF0888_VCF9223",2016,"VCF0888","VCF9223",-0.113633115156834,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.042170413498307
"EDGE_2016_VCF0890_VCF0894",2016,"VCF0890","VCF0894",0.122481274464188,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0979360138798785
"EDGE_2016_VCF0890_VCF9223",2016,"VCF0890","VCF9223",0.0887466384157413,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0144727775898615
"EDGE_2016_VCF0894_VCF9223",2016,"VCF0894","VCF9223",0.0127258634156021,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.00917034889748353
"EDGE_2020_VCF0806_VCF0809",2020,"VCF0806","VCF0809",0.339019965826395,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0835226932305231
"EDGE_2020_VCF0806_VCF0838",2020,"VCF0806","VCF0838",0.194720924461167,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.024699492727058
"EDGE_2020_VCF0806_VCF0839",2020,"VCF0806","VCF0839",0.218609064876532,TRUE,5,5,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0179793252883163
"EDGE_2020_VCF0806_VCF0879a",2020,"VCF0806","VCF0879a",0.0493009287160725,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.00426149431047153
"EDGE_2020_VCF0806_VCF0888",2020,"VCF0806","VCF0888",-0.142066445791472,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0172409967530074
"EDGE_2020_VCF0806_VCF0890",2020,"VCF0806","VCF0890",0.0572874494519452,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0574913656713211
"EDGE_2020_VCF0806_VCF0894",2020,"VCF0806","VCF0894",0.0796373739812811,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.060854422955114
"EDGE_2020_VCF0806_VCF9223",2020,"VCF0806","VCF9223",0.0242233695850124,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0218540761241577
"EDGE_2020_VCF0809_VCF0838",2020,"VCF0809","VCF0838",0.0284272171043005,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0080037790372834
"EDGE_2020_VCF0809_VCF0839",2020,"VCF0809","VCF0839",0.266004849180601,TRUE,5,5,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0248011243764583
"EDGE_2020_VCF0809_VCF0879a",2020,"VCF0809","VCF0879a",0.0313461409353886,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.00423480884072121
"EDGE_2020_VCF0809_VCF0888",2020,"VCF0809","VCF0888",-0.0260092667248852,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0096145039123421
"EDGE_2020_VCF0809_VCF0890",2020,"VCF0809","VCF0890",0.0975118954026813,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0733085638217455
"EDGE_2020_VCF0809_VCF0894",2020,"VCF0809","VCF0894",0.167624716218426,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0813867380700951
"EDGE_2020_VCF0809_VCF9223",2020,"VCF0809","VCF9223",0,FALSE,6,6,FALSE,"CHANGED","COMPLETE","CHANGED",0.0086952900340487
"EDGE_2020_VCF0838_VCF0839",2020,"VCF0838","VCF0839",0.0258476371914002,TRUE,5,5,FALSE,"CHANGED","COMPLETE","CHANGED",0.0258476371914002
"EDGE_2020_VCF0838_VCF0879a",2020,"VCF0838","VCF0879a",0.00382478480854227,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0425410510914744
"EDGE_2020_VCF0838_VCF0888",2020,"VCF0838","VCF0888",-0.184835629335573,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0239981415007957
"EDGE_2020_VCF0838_VCF0890",2020,"VCF0838","VCF0890",0.139154682441411,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0329746485339074
"EDGE_2020_VCF0838_VCF0894",2020,"VCF0838","VCF0894",0.0578781092811031,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0367907573336906
"EDGE_2020_VCF0838_VCF9223",2020,"VCF0838","VCF9223",0.142161290526218,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.015520654698822
"EDGE_2020_VCF0839_VCF0879a",2020,"VCF0839","VCF0879a",0,FALSE,5,5,FALSE,"CHANGED","COMPLETE","CHANGED",0.0236637523490377
"EDGE_2020_VCF0839_VCF0888",2020,"VCF0839","VCF0888",0.0159747561285973,TRUE,5,5,FALSE,"CHANGED","COMPLETE","CHANGED",0.0159747561285973
"EDGE_2020_VCF0839_VCF0890",2020,"VCF0839","VCF0890",0.234815190156645,TRUE,5,5,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0101723296015118
"EDGE_2020_VCF0839_VCF0894",2020,"VCF0839","VCF0894",0.244511389929148,TRUE,5,5,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0119005842376099
"EDGE_2020_VCF0839_VCF9223",2020,"VCF0839","VCF9223",0,FALSE,5,5,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0
"EDGE_2020_VCF0879a_VCF0888",2020,"VCF0879a","VCF0888",-0.169847882148041,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0324803701403166
"EDGE_2020_VCF0879a_VCF0890",2020,"VCF0879a","VCF0890",0.0240302065982658,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0226620134703863
"EDGE_2020_VCF0879a_VCF0894",2020,"VCF0879a","VCF0894",0.220780809671857,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0295647838746252
"EDGE_2020_VCF0879a_VCF9223",2020,"VCF0879a","VCF9223",0.436152559373321,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0351746166477918
"EDGE_2020_VCF0888_VCF0890",2020,"VCF0888","VCF0890",0.152332665756861,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0439973117411155
"EDGE_2020_VCF0888_VCF0894",2020,"VCF0888","VCF0894",-0.068233730564378,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0345265762765923
"EDGE_2020_VCF0888_VCF9223",2020,"VCF0888","VCF9223",-0.11192935869046,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0209244414061247
"EDGE_2020_VCF0890_VCF0894",2020,"VCF0890","VCF0894",0.155260312714881,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0706490376534121
"EDGE_2020_VCF0890_VCF9223",2020,"VCF0890","VCF9223",0.101132031781839,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0119248749950678
"EDGE_2020_VCF0894_VCF9223",2020,"VCF0894","VCF9223",0,FALSE,6,6,FALSE,"CHANGED","COMPLETE","CHANGED",0.000380783931154642
"EDGE_2024_VCF0806_VCF0809",2024,"VCF0806","VCF0809",0.286446415679923,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0685905529483733
"EDGE_2024_VCF0806_VCF0838",2024,"VCF0806","VCF0838",0.0969823508352493,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0727165134595501
"EDGE_2024_VCF0806_VCF0839",2024,"VCF0806","VCF0839",0.173090954828948,TRUE,5,5,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0140411236396245
"EDGE_2024_VCF0806_VCF0879a",2024,"VCF0806","VCF0879a",0.00263679822443648,TRUE,6,6,FALSE,"CHANGED","COMPLETE","CHANGED",0.0208715596890262
"EDGE_2024_VCF0806_VCF0888",2024,"VCF0806","VCF0888",-0.115991969116665,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0184730375785904
"EDGE_2024_VCF0806_VCF0890",2024,"VCF0806","VCF0890",0.0935194910662682,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0537742670248951
"EDGE_2024_VCF0806_VCF0894",2024,"VCF0806","VCF0894",0.115925421886945,TRUE,6,6,FALSE,"UNCHANGED","COMPLETE","UNCHANGED",0.0418512190186817
