"Module_ID","Variant","Wave","Edge_ID","Node_1","Node_2","Edge_weight_primary","Edge_weight_sensitivity","Retained_primary","Retained_sensitivity","Sign_primary","Sign_sensitivity","Signed_difference","Absolute_difference","Retained_status_changed","Sign_reversed","Robustness_status","Estimation_status"
"S09_D11","PAIRWISE_AVAILABLE",2004,"VCF0838--VCF0894","VCF0838","VCF0894",0,0,FALSE,FALSE,"ZERO","ZERO",0,0,FALSE,FALSE,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"S09_D11","PAIRWISE_AVAILABLE",2004,"VCF0839--VCF0894","VCF0839","VCF0894",0.178137225084089,0.163748083728144,TRUE,TRUE,"POSITIVE","POSITIVE",-0.0143891413559452,0.0143891413559452,FALSE,FALSE,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"S09_D11","PAIRWISE_AVAILABLE",2004,"VCF0879a--VCF0894","VCF0879a","VCF0894",0.0872300472315628,0.067635593702494,TRUE,TRUE,"POSITIVE","POSITIVE",-0.0195944535290687,0.0195944535290687,FALSE,FALSE,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"S09_D11","PAIRWISE_AVAILABLE",2004,"VCF0888--VCF0894","VCF0888","VCF0894",0,0,FALSE,FALSE,"ZERO","ZERO",0,0,FALSE,FALSE,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"S09_D11","PAIRWISE_AVAILABLE",2004,"VCF0890--VCF0894","VCF0890","VCF0894",0.163619760585957,0.130391739915782,TRUE,TRUE,"POSITIVE","POSITIVE",-0.0332280206701745,0.0332280206701745,FALSE,FALSE,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"S09_D11","PAIRWISE_AVAILABLE",2004,"VCF0806--VCF9223","VCF0806","VCF9223",0,0,FALSE,FALSE,"ZERO","ZERO",0,0,FALSE,FALSE,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"S09_D11","PAIRWISE_AVAILABLE",2004,"VCF0809--VCF9223","VCF0809","VCF9223",-0.0428131826413368,-0.0279815990474912,TRUE,TRUE,"NEGATIVE","NEGATIVE",0.0148315835938456,0.0148315835938456,FALSE,FALSE,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"S09_D11","PAIRWISE_AVAILABLE",2004,"VCF0838--VCF9223","VCF0838","VCF9223",0.0742691350936274,0.0805353662173579,TRUE,TRUE,"POSITIVE","POSITIVE",0.0062662311237305,0.0062662311237305,FALSE,FALSE,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"S09_D11","PAIRWISE_AVAILABLE",2004,"VCF0839--VCF9223","VCF0839","VCF9223",-0.0798569215033069,-0.0708929802026372,TRUE,TRUE,"NEGATIVE","NEGATIVE",0.0089639413006697,0.0089639413006697,FALSE,FALSE,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"S09_D11","PAIRWISE_AVAILABLE",2004,"VCF0879a--VCF9223","VCF0879a","VCF9223",0.449956286828701,0.438307322648546,TRUE,TRUE,"POSITIVE","POSITIVE",-0.0116489641801554,0.0116489641801554,FALSE,FALSE,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"S09_D11","PAIRWISE_AVAILABLE",2004,"VCF0888--VCF9223","VCF0888","VCF9223",-0.0883941487208757,-0.100769598210358,TRUE,TRUE,"NEGATIVE","NEGATIVE",-0.0123754494894825,0.0123754494894825,FALSE,FALSE,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"S09_D11","PAIRWISE_AVAILABLE",2004,"VCF0890--VCF9223","VCF0890","VCF9223",0,0,FALSE,FALSE,"ZERO","ZERO",0,0,FALSE,FALSE,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"S09_D11","PAIRWISE_AVAILABLE",2004,"VCF0894--VCF9223","VCF0894","VCF9223",0,0.00436687977581327,FALSE,TRUE,"ZERO","POSITIVE",0.00436687977581327,0.00436687977581327,TRUE,FALSE,"CHANGED","ESTIMABLE_WITH_WARNINGS"
"S09_D11","PAIRWISE_AVAILABLE",2012,"VCF0806--VCF0809","VCF0806","VCF0809",0.303846021908369,0.330339817605245,TRUE,TRUE,"POSITIVE","POSITIVE",0.0264937956968751,0.0264937956968751,FALSE,FALSE,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"S09_D11","PAIRWISE_AVAILABLE",2012,"VCF0806--VCF0838","VCF0806","VCF0838",0.163141088733884,0.136543465950126,TRUE,TRUE,"POSITIVE","POSITIVE",-0.0265976227837577,0.0265976227837577,FALSE,FALSE,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"S09_D11","PAIRWISE_AVAILABLE",2012,"VCF0809--VCF0838","VCF0809","VCF0838",0,-0.0220054555470494,FALSE,TRUE,"ZERO","NEGATIVE",-0.0220054555470494,0.0220054555470494,TRUE,FALSE,"CHANGED","ESTIMABLE_WITH_WARNINGS"
"S09_D11","PAIRWISE_AVAILABLE",2012,"VCF0806--VCF0839","VCF0806","VCF0839",0.234328527509928,0.232329745535943,TRUE,TRUE,"POSITIVE","POSITIVE",-0.00199878197398454,0.00199878197398454,FALSE,FALSE,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"S09_D11","PAIRWISE_AVAILABLE",2012,"VCF0809--VCF0839","VCF0809","VCF0839",0.189210653527643,0.192726123560564,TRUE,TRUE,"POSITIVE","POSITIVE",0.00351547003292052,0.00351547003292052,FALSE,FALSE,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"S09_D11","PAIRWISE_AVAILABLE",2012,"VCF0838--VCF0839","VCF0838","VCF0839",0,0.0156489515087731,FALSE,TRUE,"ZERO","POSITIVE",0.0156489515087731,0.0156489515087731,TRUE,FALSE,"CHANGED","ESTIMABLE_WITH_WARNINGS"
"S09_D11","PAIRWISE_AVAILABLE",2012,"VCF0806--VCF0879a","VCF0806","VCF0879a",0.0493033840706338,0.047819786572181,TRUE,TRUE,"POSITIVE","POSITIVE",-0.00148359749845276,0.00148359749845276,FALSE,FALSE,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"S09_D11","PAIRWISE_AVAILABLE",2012,"VCF0809--VCF0879a","VCF0809","VCF0879a",-0.0194987239175984,-0.00853309836832052,TRUE,TRUE,"NEGATIVE","NEGATIVE",0.0109656255492779,0.0109656255492779,FALSE,FALSE,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"S09_D11","PAIRWISE_AVAILABLE",2012,"VCF0838--VCF0879a","VCF0838","VCF0879a",0,0,FALSE,FALSE,"ZERO","ZERO",0,0,FALSE,FALSE,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"S09_D11","PAIRWISE_AVAILABLE",2012,"VCF0839--VCF0879a","VCF0839","VCF0879a",0.0243666958303837,0.0172851816055184,TRUE,TRUE,"POSITIVE","POSITIVE",-0.00708151422486529,0.00708151422486529,FALSE,FALSE,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"S09_D11","PAIRWISE_AVAILABLE",2012,"VCF0806--VCF0888","VCF0806","VCF0888",-0.023095672005309,-0.0505462431551692,TRUE,TRUE,"NEGATIVE","NEGATIVE",-0.0274505711498602,0.0274505711498602,FALSE,FALSE,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"S09_D11","PAIRWISE_AVAILABLE",2012,"VCF0809--VCF0888","VCF0809","VCF0888",0.0462895145169454,0.063530972962537,TRUE,TRUE,"POSITIVE","POSITIVE",0.0172414584455916,0.0172414584455916,FALSE,FALSE,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"S09_D11","PAIRWISE_AVAILABLE",2012,"VCF0838--VCF0888","VCF0838","VCF0888",-0.111103873701375,-0.10275705896905,TRUE,TRUE,"NEGATIVE","NEGATIVE",0.00834681473232485,0.00834681473232485,FALSE,FALSE,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"S09_D11","PAIRWISE_AVAILABLE",2012,"VCF0839--VCF0888","VCF0839","VCF0888",0.0279994439971449,0.0302351567180235,TRUE,TRUE,"POSITIVE","POSITIVE",0.00223571272087862,0.00223571272087862,FALSE,FALSE,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"S09_D11","PAIRWISE_AVAILABLE",2012,"VCF0879a--VCF0888","VCF0879a","VCF0888",-0.122256344533936,-0.127719267003261,TRUE,TRUE,"NEGATIVE","NEGATIVE",-0.00546292246932506,0.00546292246932506,FALSE,FALSE,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"S09_D11","PAIRWISE_AVAILABLE",2012,"VCF0806--VCF0890","VCF0806","VCF0890",0.0586270926415524,0.0702525316916463,TRUE,TRUE,"POSITIVE","POSITIVE",0.0116254390500939,0.0116254390500939,FALSE,FALSE,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"S09_D11","PAIRWISE_AVAILABLE",2012,"VCF0809--VCF0890","VCF0809","VCF0890",0.0920263712391898,0.104951931918967,TRUE,TRUE,"POSITIVE","POSITIVE",0.012925560679777,0.012925560679777,FALSE,FALSE,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"S09_D11","PAIRWISE_AVAILABLE",2012,"VCF0838--VCF0890","VCF0838","VCF0890",0.173712290542379,0.170023099260183,TRUE,TRUE,"POSITIVE","POSITIVE",-0.00368919128219589,0.00368919128219589,FALSE,FALSE,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"S09_D11","PAIRWISE_AVAILABLE",2012,"VCF0839--VCF0890","VCF0839","VCF0890",0.263346205380432,0.240094569412425,TRUE,TRUE,"POSITIVE","POSITIVE",-0.0232516359680074,0.0232516359680074,FALSE,FALSE,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"S09_D11","PAIRWISE_AVAILABLE",2012,"VCF0879a--VCF0890","VCF0879a","VCF0890",-0.0328432083530345,-0.0242231362292616,TRUE,TRUE,"NEGATIVE","NEGATIVE",0.00862007212377284,0.00862007212377284,FALSE,FALSE,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"S09_D11","PAIRWISE_AVAILABLE",2012,"VCF0888--VCF0890","VCF0888","VCF0890",0.305355221016655,0.315811581836676,TRUE,TRUE,"POSITIVE","POSITIVE",0.0104563608200215,0.0104563608200215,FALSE,FALSE,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"S09_D11","PAIRWISE_AVAILABLE",2012,"VCF0806--VCF0894","VCF0806","VCF0894",0.14949343454668,0.131815696347477,TRUE,TRUE,"POSITIVE","POSITIVE",-0.017677738199203,0.017677738199203,FALSE,FALSE,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"S09_D11","PAIRWISE_AVAILABLE",2012,"VCF0809--VCF0894","VCF0809","VCF0894",0.151618352474529,0.138233583835342,TRUE,TRUE,"POSITIVE","POSITIVE",-0.0133847686391863,0.0133847686391863,FALSE,FALSE,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"S09_D11","PAIRWISE_AVAILABLE",2012,"VCF0838--VCF0894","VCF0838","VCF0894",-0.0427267061442297,-0.0389844356234595,TRUE,TRUE,"NEGATIVE","NEGATIVE",0.00374227052077024,0.00374227052077024,FALSE,FALSE,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"S09_D11","PAIRWISE_AVAILABLE",2012,"VCF0839--VCF0894","VCF0839","VCF0894",0.304754460215999,0.319357461797795,TRUE,TRUE,"POSITIVE","POSITIVE",0.0146030015817961,0.0146030015817961,FALSE,FALSE,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"S09_D11","PAIRWISE_AVAILABLE",2012,"VCF0879a--VCF0894","VCF0879a","VCF0894",0.14055343388669,0.143216750356326,TRUE,TRUE,"POSITIVE","POSITIVE",0.00266331646963608,0.00266331646963608,FALSE,FALSE,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"S09_D11","PAIRWISE_AVAILABLE",2012,"VCF0888--VCF0894","VCF0888","VCF0894",0,0.0116276336447024,FALSE,TRUE,"ZERO","POSITIVE",0.0116276336447024,0.0116276336447024,TRUE,FALSE,"CHANGED","ESTIMABLE_WITH_WARNINGS"
"S09_D11","PAIRWISE_AVAILABLE",2012,"VCF0890--VCF0894","VCF0890","VCF0894",0.156670022803228,0.125614824463372,TRUE,TRUE,"POSITIVE","POSITIVE",-0.0310551983398565,0.0310551983398565,FALSE,FALSE,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"S09_D11","PAIRWISE_AVAILABLE",2012,"VCF0806--VCF9223","VCF0806","VCF9223",0.0150369312245018,0.0147500545478843,TRUE,TRUE,"POSITIVE","POSITIVE",-0.000286876676617517,0.000286876676617517,FALSE,FALSE,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"S09_D11","PAIRWISE_AVAILABLE",2012,"VCF0809--VCF9223","VCF0809","VCF9223",-0.0228829782209999,-0.0404628090738897,TRUE,TRUE,"NEGATIVE","NEGATIVE",-0.0175798308528898,0.0175798308528898,FALSE,FALSE,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"S09_D11","PAIRWISE_AVAILABLE",2012,"VCF0838--VCF9223","VCF0838","VCF9223",0.11975354377938,0.104707440441273,TRUE,TRUE,"POSITIVE","POSITIVE",-0.0150461033381065,0.0150461033381065,FALSE,FALSE,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"S09_D11","PAIRWISE_AVAILABLE",2012,"VCF0839--VCF9223","VCF0839","VCF9223",0.0271344846048082,0.0522518453951937,TRUE,TRUE,"POSITIVE","POSITIVE",0.0251173607903855,0.0251173607903855,FALSE,FALSE,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"S09_D11","PAIRWISE_AVAILABLE",2012,"VCF0879a--VCF9223","VCF0879a","VCF9223",0.469833727138572,0.456140567954829,TRUE,TRUE,"POSITIVE","POSITIVE",-0.0136931591837426,0.0136931591837426,FALSE,FALSE,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"S09_D11","PAIRWISE_AVAILABLE",2012,"VCF0888--VCF9223","VCF0888","VCF9223",-0.0713228146329072,-0.0656908830904844,TRUE,TRUE,"NEGATIVE","NEGATIVE",0.00563193154242278,0.00563193154242278,FALSE,FALSE,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"S09_D11","PAIRWISE_AVAILABLE",2012,"VCF0890--VCF9223","VCF0890","VCF9223",0.0384970135041746,0.0298705847658895,TRUE,TRUE,"POSITIVE","POSITIVE",-0.00862642873828507,0.00862642873828507,FALSE,FALSE,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"S09_D11","PAIRWISE_AVAILABLE",2012,"VCF0894--VCF9223","VCF0894","VCF9223",-0.00920298803560992,-0.0212439209068917,TRUE,TRUE,"NEGATIVE","NEGATIVE",-0.0120409328712817,0.0120409328712817,FALSE,FALSE,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"S09_D11","PAIRWISE_AVAILABLE",2016,"VCF0806--VCF0809","VCF0806","VCF0809",0.357600675012053,0.355122785657097,TRUE,TRUE,"POSITIVE","POSITIVE",-0.00247788935495574,0.00247788935495574,FALSE,FALSE,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"S09_D11","PAIRWISE_AVAILABLE",2016,"VCF0806--VCF0838","VCF0806","VCF0838",0.181921384698232,0.185787958700954,TRUE,TRUE,"POSITIVE","POSITIVE",0.0038665740027222,0.0038665740027222,FALSE,FALSE,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"S09_D11","PAIRWISE_AVAILABLE",2016,"VCF0809--VCF0838","VCF0809","VCF0838",-0.0734135665583111,-0.0360032531729909,TRUE,TRUE,"NEGATIVE","NEGATIVE",0.0374103133853202,0.0374103133853202,FALSE,FALSE,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"S09_D11","PAIRWISE_AVAILABLE",2016,"VCF0806--VCF0839","VCF0806","VCF0839",0.190850385470592,0.18892013667599,TRUE,TRUE,"POSITIVE","POSITIVE",-0.00193024879460224,0.00193024879460224,FALSE,FALSE,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"S09_D11","PAIRWISE_AVAILABLE",2016,"VCF0809--VCF0839","VCF0809","VCF0839",0.216271398419299,0.221772709446155,TRUE,TRUE,"POSITIVE","POSITIVE",0.00550131102685503,0.00550131102685503,FALSE,FALSE,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"S09_D11","PAIRWISE_AVAILABLE",2016,"VCF0838--VCF0839","VCF0838","VCF0839",0.0636726525169274,0.0525748326047009,TRUE,TRUE,"POSITIVE","POSITIVE",-0.0110978199122264,0.0110978199122264,FALSE,FALSE,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"S09_D11","PAIRWISE_AVAILABLE",2016,"VCF0806--VCF0879a","VCF0806","VCF0879a",0.0658181576864972,0.0591439826742592,TRUE,TRUE,"POSITIVE","POSITIVE",-0.00667417501223802,0.00667417501223802,FALSE,FALSE,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"S09_D11","PAIRWISE_AVAILABLE",2016,"VCF0809--VCF0879a","VCF0809","VCF0879a",0,0,FALSE,FALSE,"ZERO","ZERO",0,0,FALSE,FALSE,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"S09_D11","PAIRWISE_AVAILABLE",2016,"VCF0838--VCF0879a","VCF0838","VCF0879a",0.0198466846918451,0.0174018801131084,TRUE,TRUE,"POSITIVE","POSITIVE",-0.0024448045787367,0.0024448045787367,FALSE,FALSE,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"S09_D11","PAIRWISE_AVAILABLE",2016,"VCF0839--VCF0879a","VCF0839","VCF0879a",0,0.029759110831148,FALSE,TRUE,"ZERO","POSITIVE",0.029759110831148,0.029759110831148,TRUE,FALSE,"CHANGED","ESTIMABLE_WITH_WARNINGS"
"S09_D11","PAIRWISE_AVAILABLE",2016,"VCF0806--VCF0888","VCF0806","VCF0888",-0.0783115642198743,-0.0804207595614471,TRUE,TRUE,"NEGATIVE","NEGATIVE",-0.00210919534157279,0.00210919534157279,FALSE,FALSE,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"S09_D11","PAIRWISE_AVAILABLE",2016,"VCF0809--VCF0888","VCF0809","VCF0888",0,0,FALSE,FALSE,"ZERO","ZERO",0,0,FALSE,FALSE,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"S09_D11","PAIRWISE_AVAILABLE",2016,"VCF0838--VCF0888","VCF0838","VCF0888",-0.101292565988874,-0.0713668748733707,TRUE,TRUE,"NEGATIVE","NEGATIVE",0.0299256911155031,0.0299256911155031,FALSE,FALSE,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"S09_D11","PAIRWISE_AVAILABLE",2016,"VCF0839--VCF0888","VCF0839","VCF0888",0.0370470506219009,0,TRUE,FALSE,"POSITIVE","ZERO",-0.0370470506219009,0.0370470506219009,TRUE,FALSE,"CHANGED","ESTIMABLE_WITH_WARNINGS"
"S09_D11","PAIRWISE_AVAILABLE",2016,"VCF0879a--VCF0888","VCF0879a","VCF0888",-0.090754153248673,-0.10456737120226,TRUE,TRUE,"NEGATIVE","NEGATIVE",-0.0138132179535868,0.0138132179535868,FALSE,FALSE,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"S09_D11","PAIRWISE_AVAILABLE",2016,"VCF0806--VCF0890","VCF0806","VCF0890",0.0590306809790036,0.0399969055630025,TRUE,TRUE,"POSITIVE","POSITIVE",-0.0190337754160011,0.0190337754160011,FALSE,FALSE,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"S09_D11","PAIRWISE_AVAILABLE",2016,"VCF0809--VCF0890","VCF0809","VCF0890",0.052471021635499,0.0697824037823123,TRUE,TRUE,"POSITIVE","POSITIVE",0.0173113821468134,0.0173113821468134,FALSE,FALSE,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"S09_D11","PAIRWISE_AVAILABLE",2016,"VCF0838--VCF0890","VCF0838","VCF0890",0.108612599323994,0.0788843200751087,TRUE,TRUE,"POSITIVE","POSITIVE",-0.0297282792488849,0.0297282792488849,FALSE,FALSE,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"S09_D11","PAIRWISE_AVAILABLE",2016,"VCF0839--VCF0890","VCF0839","VCF0890",0.242347657779176,0.261764798175892,TRUE,TRUE,"POSITIVE","POSITIVE",0.0194171403967161,0.0194171403967161,FALSE,FALSE,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"S09_D11","PAIRWISE_AVAILABLE",2016,"VCF0879a--VCF0890","VCF0879a","VCF0890",0.0141694491107246,0.0167027097340921,TRUE,TRUE,"POSITIVE","POSITIVE",0.0025332606233675,0.0025332606233675,FALSE,FALSE,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
"S09_D11","PAIRWISE_AVAILABLE",2016,"VCF0888--VCF0890","VCF0888","VCF0890",0.215890208797959,0.226277581408779,TRUE,TRUE,"POSITIVE","POSITIVE",0.0103873726108196,0.0103873726108196,FALSE,FALSE,"UNCHANGED","ESTIMABLE_WITH_WARNINGS"
