"Group_key","Wave","Education_group","N","Edge_ID","Node_1","Node_2","Edge_label","Point_edge","Retained_under_EBICglasso","Bootstrap_mean","Bootstrap_sd","Reported_CI_lower_sample_plus_or_minus_2SD","Reported_CI_upper_sample_plus_or_minus_2SD","Percentile_CI_2_5","Percentile_CI_97_5","Bootstrap_zero_proportion","Reported_CI_width","Percentile_CI_width","Percentile_CI_includes_zero","Point_sign","Interpretation_status","Descriptive_use","Between_group_inference"
"2012__no_college_degree",2012,"No college degree",2773,"VCF0809--VCF0888","VCF0809","VCF0888","Jobs -- Crime spend",0.0231777314617163,TRUE,0.0254959921955463,0.0210691573381789,-0.0189605832146416,0.0653160461380741,0,0.0704120829509289,0.18,0.0842766293527157,0.0704120829509289,TRUE,"POSITIVE","RETAINED_UNDER_EBICGLASSO_REPORT_ESTIMATE_AND_INTERVAL","May describe direction and approximate magnitude within this single network while reporting the bootstrap interval and its width; interval inclusion of zero is audit information, not a second edge-selection or significance rule; not evidence of a between-group difference.","NOT_PERFORMED_AND_NOT_PERMITTED_FROM_THIS_TABLE"
"2012__no_college_degree",2012,"No college degree",2773,"VCF0809--VCF0890","VCF0809","VCF0890","Jobs -- School spend",0.104392788718996,TRUE,0.103417680360463,0.0259909371060508,0.0524109145068939,0.156374662931097,0.0535498724868819,0.156617852044117,0,0.103963748424203,0.103067979557235,FALSE,"POSITIVE","RETAINED_UNDER_EBICGLASSO_REPORT_ESTIMATE_AND_INTERVAL","May describe direction and approximate magnitude within this single network while reporting the bootstrap interval and its width; interval inclusion of zero is audit information, not a second edge-selection or significance rule; not evidence of a between-group difference.","NOT_PERFORMED_AND_NOT_PERMITTED_FROM_THIS_TABLE"
"2012__no_college_degree",2012,"No college degree",2773,"VCF0809--VCF0894","VCF0809","VCF0894","Jobs -- Welfare",0.140658787905203,TRUE,0.141293121692837,0.0248186727221348,0.0910214424609335,0.190296133349473,0.0925448219126291,0.190194671337726,0,0.0992746908885395,0.0976498494250969,FALSE,"POSITIVE","RETAINED_UNDER_EBICGLASSO_REPORT_ESTIMATE_AND_INTERVAL","May describe direction and approximate magnitude within this single network while reporting the bootstrap interval and its width; interval inclusion of zero is audit information, not a second edge-selection or significance rule; not evidence of a between-group difference.","NOT_PERFORMED_AND_NOT_PERMITTED_FROM_THIS_TABLE"
"2012__no_college_degree",2012,"No college degree",2773,"VCF0809--VCF9223","VCF0809","VCF9223","Jobs -- Immig. jobs",-0.0219653453321536,TRUE,-0.0179444457425449,0.0188761321142798,-0.0597176095607132,0.0157869188964061,-0.0594202241751761,0,0.362,0.0755045284571193,0.0594202241751761,TRUE,"NEGATIVE","RETAINED_UNDER_EBICGLASSO_REPORT_ESTIMATE_AND_INTERVAL","May describe direction and approximate magnitude within this single network while reporting the bootstrap interval and its width; interval inclusion of zero is audit information, not a second edge-selection or significance rule; not evidence of a between-group difference.","NOT_PERFORMED_AND_NOT_PERMITTED_FROM_THIS_TABLE"
"2012__no_college_degree",2012,"No college degree",2773,"VCF0838--VCF0839","VCF0838","VCF0839","Abortion -- Services",0,FALSE,0.00366684751472335,0.0128240579451576,-0.0256481158903151,0.0256481158903151,-0.0236544494410286,0.0396923807703188,0.689,0.0512962317806302,0.0633468302113474,TRUE,"ZERO","NOT_RETAINED_UNDER_REGULARISATION_DO_NOT_CALL_ABSENT","State only that the edge was not retained under the frozen regularisation procedure; do not claim absence.","NOT_PERFORMED_AND_NOT_PERMITTED_FROM_THIS_TABLE"
"2012__no_college_degree",2012,"No college degree",2773,"VCF0838--VCF0879a","VCF0838","VCF0879a","Abortion -- Immig. level",0,FALSE,-0.00532347416605454,0.0156698079180878,-0.0313396158361756,0.0313396158361756,-0.0458085544080115,0.0241062610818274,0.617,0.0626792316723512,0.0699148154898389,TRUE,"ZERO","NOT_RETAINED_UNDER_REGULARISATION_DO_NOT_CALL_ABSENT","State only that the edge was not retained under the frozen regularisation procedure; do not claim absence.","NOT_PERFORMED_AND_NOT_PERMITTED_FROM_THIS_TABLE"
"2012__no_college_degree",2012,"No college degree",2773,"VCF0838--VCF0888","VCF0838","VCF0888","Abortion -- Crime spend",-0.0837690675483966,TRUE,-0.0811477264587926,0.0265187034872124,-0.136806474522821,-0.0307316605739717,-0.132211865127939,-0.0266661269179771,0.007,0.106074813948849,0.105545738209962,FALSE,"NEGATIVE","RETAINED_UNDER_EBICGLASSO_REPORT_ESTIMATE_AND_INTERVAL","May describe direction and approximate magnitude within this single network while reporting the bootstrap interval and its width; interval inclusion of zero is audit information, not a second edge-selection or significance rule; not evidence of a between-group difference.","NOT_PERFORMED_AND_NOT_PERMITTED_FROM_THIS_TABLE"
"2012__no_college_degree",2012,"No college degree",2773,"VCF0838--VCF0890","VCF0838","VCF0890","Abortion -- School spend",0.155060784418785,TRUE,0.150300183081545,0.0278832874178293,0.0992942095831261,0.210827359254443,0.0939465425451476,0.203894293353433,0,0.111533149671317,0.109947750808285,FALSE,"POSITIVE","RETAINED_UNDER_EBICGLASSO_REPORT_ESTIMATE_AND_INTERVAL","May describe direction and approximate magnitude within this single network while reporting the bootstrap interval and its width; interval inclusion of zero is audit information, not a second edge-selection or significance rule; not evidence of a between-group difference.","NOT_PERFORMED_AND_NOT_PERMITTED_FROM_THIS_TABLE"
"2012__no_college_degree",2012,"No college degree",2773,"VCF0838--VCF0894","VCF0838","VCF0894","Abortion -- Welfare",-0.0567266446456354,TRUE,-0.0519621948220979,0.0276054242906437,-0.111937493226923,-0.00151579606434807,-0.109099473275486,0,0.069,0.110421697162575,0.109099473275486,TRUE,"NEGATIVE","RETAINED_UNDER_EBICGLASSO_REPORT_ESTIMATE_AND_INTERVAL","May describe direction and approximate magnitude within this single network while reporting the bootstrap interval and its width; interval inclusion of zero is audit information, not a second edge-selection or significance rule; not evidence of a between-group difference.","NOT_PERFORMED_AND_NOT_PERMITTED_FROM_THIS_TABLE"
"2012__no_college_degree",2012,"No college degree",2773,"VCF0838--VCF9223","VCF0838","VCF9223","Abortion -- Immig. jobs",0.0798901157992345,TRUE,0.0812354419600108,0.0223554757455594,0.0351791643081157,0.124601067290353,0.0366157466354806,0.123953462665047,0,0.0894219029822373,0.0873377160295664,FALSE,"POSITIVE","RETAINED_UNDER_EBICGLASSO_REPORT_ESTIMATE_AND_INTERVAL","May describe direction and approximate magnitude within this single network while reporting the bootstrap interval and its width; interval inclusion of zero is audit information, not a second edge-selection or significance rule; not evidence of a between-group difference.","NOT_PERFORMED_AND_NOT_PERMITTED_FROM_THIS_TABLE"
"2012__no_college_degree",2012,"No college degree",2773,"VCF0839--VCF0879a","VCF0839","VCF0879a","Services -- Immig. level",0.0291603777162078,TRUE,0.0308834858967305,0.0215960802247987,-0.0140317827333897,0.0723525381658053,0,0.0766896595748785,0.127,0.086384320899195,0.0766896595748785,TRUE,"POSITIVE","RETAINED_UNDER_EBICGLASSO_REPORT_ESTIMATE_AND_INTERVAL","May describe direction and approximate magnitude within this single network while reporting the bootstrap interval and its width; interval inclusion of zero is audit information, not a second edge-selection or significance rule; not evidence of a between-group difference.","NOT_PERFORMED_AND_NOT_PERMITTED_FROM_THIS_TABLE"
"2012__no_college_degree",2012,"No college degree",2773,"VCF0839--VCF0888","VCF0839","VCF0888","Services -- Crime spend",0.027896487942884,TRUE,0.0293753049659716,0.0220211418296385,-0.016145795716393,0.0719387716021611,0,0.0757286788384283,0.157,0.0880845673185541,0.0757286788384283,TRUE,"POSITIVE","RETAINED_UNDER_EBICGLASSO_REPORT_ESTIMATE_AND_INTERVAL","May describe direction and approximate magnitude within this single network while reporting the bootstrap interval and its width; interval inclusion of zero is audit information, not a second edge-selection or significance rule; not evidence of a between-group difference.","NOT_PERFORMED_AND_NOT_PERMITTED_FROM_THIS_TABLE"
"2012__no_college_degree",2012,"No college degree",2773,"VCF0839--VCF0890","VCF0839","VCF0890","Services -- School spend",0.262604692082162,TRUE,0.261898233337636,0.0243383880398539,0.213927916002454,0.31128146816187,0.212679546047164,0.309171678983593,0,0.097353552159416,0.096492132936429,FALSE,"POSITIVE","RETAINED_UNDER_EBICGLASSO_REPORT_ESTIMATE_AND_INTERVAL","May describe direction and approximate magnitude within this single network while reporting the bootstrap interval and its width; interval inclusion of zero is audit information, not a second edge-selection or significance rule; not evidence of a between-group difference.","NOT_PERFORMED_AND_NOT_PERMITTED_FROM_THIS_TABLE"
"2012__no_college_degree",2012,"No college degree",2773,"VCF0839--VCF0894","VCF0839","VCF0894","Services -- Welfare",0.285343729688174,TRUE,0.283717073549899,0.0247484234225848,0.235846882843004,0.334840576533344,0.233333020303255,0.328205768372955,0,0.09899369369034,0.0948727480697,FALSE,"POSITIVE","RETAINED_UNDER_EBICGLASSO_REPORT_ESTIMATE_AND_INTERVAL","May describe direction and approximate magnitude within this single network while reporting the bootstrap interval and its width; interval inclusion of zero is audit information, not a second edge-selection or significance rule; not evidence of a between-group difference.","NOT_PERFORMED_AND_NOT_PERMITTED_FROM_THIS_TABLE"
"2012__no_college_degree",2012,"No college degree",2773,"VCF0839--VCF9223","VCF0839","VCF9223","Services -- Immig. jobs",0.0224320615323463,TRUE,0.0229402057987178,0.0198093648534934,-0.0171866681746404,0.0620507912393331,0,0.0677471887336537,0.221,0.0792374594139735,0.0677471887336537,TRUE,"POSITIVE","RETAINED_UNDER_EBICGLASSO_REPORT_ESTIMATE_AND_INTERVAL","May describe direction and approximate magnitude within this single network while reporting the bootstrap interval and its width; interval inclusion of zero is audit information, not a second edge-selection or significance rule; not evidence of a between-group difference.","NOT_PERFORMED_AND_NOT_PERMITTED_FROM_THIS_TABLE"
"2012__no_college_degree",2012,"No college degree",2773,"VCF0879a--VCF0888","VCF0879a","VCF0888","Immig. level -- Crime spend",-0.0799639310811608,TRUE,-0.0753826105787465,0.0275595805066967,-0.135083092094554,-0.0248447700677674,-0.127537809303979,-0.0173495641285489,0.005,0.110238322026787,0.11018824517543,FALSE,"NEGATIVE","RETAINED_UNDER_EBICGLASSO_REPORT_ESTIMATE_AND_INTERVAL","May describe direction and approximate magnitude within this single network while reporting the bootstrap interval and its width; interval inclusion of zero is audit information, not a second edge-selection or significance rule; not evidence of a between-group difference.","NOT_PERFORMED_AND_NOT_PERMITTED_FROM_THIS_TABLE"
"2012__no_college_degree",2012,"No college degree",2773,"VCF0879a--VCF0890","VCF0879a","VCF0890","Immig. level -- School spend",-0.0099031668031458,TRUE,-0.0131039381701839,0.0227309852406972,-0.0553651372845402,0.0355588036782486,-0.0717716703512826,0.0126496404946087,0.599,0.0909239409627888,0.0844213108458913,TRUE,"NEGATIVE","RETAINED_UNDER_EBICGLASSO_REPORT_ESTIMATE_AND_INTERVAL","May describe direction and approximate magnitude within this single network while reporting the bootstrap interval and its width; interval inclusion of zero is audit information, not a second edge-selection or significance rule; not evidence of a between-group difference.","NOT_PERFORMED_AND_NOT_PERMITTED_FROM_THIS_TABLE"
"2012__no_college_degree",2012,"No college degree",2773,"VCF0879a--VCF0894","VCF0879a","VCF0894","Immig. level -- Welfare",0.111202804066509,TRUE,0.112048109281197,0.024911254380818,0.0613802953048729,0.161025312828145,0.0636099641678082,0.160154462067143,0,0.0996450175232721,0.0965444978993348,FALSE,"POSITIVE","RETAINED_UNDER_EBICGLASSO_REPORT_ESTIMATE_AND_INTERVAL","May describe direction and approximate magnitude within this single network while reporting the bootstrap interval and its width; interval inclusion of zero is audit information, not a second edge-selection or significance rule; not evidence of a between-group difference.","NOT_PERFORMED_AND_NOT_PERMITTED_FROM_THIS_TABLE"
"2012__no_college_degree",2012,"No college degree",2773,"VCF0879a--VCF9223","VCF0879a","VCF9223","Immig. level -- Immig. jobs",0.444924043695566,TRUE,0.443967688869999,0.0218066907351912,0.401310662225184,0.488537425165949,0.400911649506478,0.48484167161367,0,0.087226762940765,0.083930022107192,FALSE,"POSITIVE","RETAINED_UNDER_EBICGLASSO_REPORT_ESTIMATE_AND_INTERVAL","May describe direction and approximate magnitude within this single network while reporting the bootstrap interval and its width; interval inclusion of zero is audit information, not a second edge-selection or significance rule; not evidence of a between-group difference.","NOT_PERFORMED_AND_NOT_PERMITTED_FROM_THIS_TABLE"
"2012__no_college_degree",2012,"No college degree",2773,"VCF0888--VCF0890","VCF0888","VCF0890","Crime spend -- School spend",0.314057704841356,TRUE,0.311283250367369,0.0275521690034173,0.258953366834522,0.369162042848191,0.256578593698688,0.364396659979398,0,0.110208676013669,0.10781806628071,FALSE,"POSITIVE","RETAINED_UNDER_EBICGLASSO_REPORT_ESTIMATE_AND_INTERVAL","May describe direction and approximate magnitude within this single network while reporting the bootstrap interval and its width; interval inclusion of zero is audit information, not a second edge-selection or significance rule; not evidence of a between-group difference.","NOT_PERFORMED_AND_NOT_PERMITTED_FROM_THIS_TABLE"
"2012__no_college_degree",2012,"No college degree",2773,"VCF0888--VCF0894","VCF0888","VCF0894","Crime spend -- Welfare",0,FALSE,0.00119601898681536,0.017223049198591,-0.034446098397182,0.034446098397182,-0.0415039909424357,0.042803973408523,0.594,0.068892196794364,0.0843079643509587,TRUE,"ZERO","NOT_RETAINED_UNDER_REGULARISATION_DO_NOT_CALL_ABSENT","State only that the edge was not retained under the frozen regularisation procedure; do not claim absence.","NOT_PERFORMED_AND_NOT_PERMITTED_FROM_THIS_TABLE"
"2012__no_college_degree",2012,"No college degree",2773,"VCF0888--VCF9223","VCF0888","VCF9223","Crime spend -- Immig. jobs",-0.0374842730589262,TRUE,-0.0374179579269332,0.0260118366477574,-0.0895079463544411,0.0145394002365887,-0.0910636867557857,0,0.126,0.10404734659103,0.0910636867557857,TRUE,"NEGATIVE","RETAINED_UNDER_EBICGLASSO_REPORT_ESTIMATE_AND_INTERVAL","May describe direction and approximate magnitude within this single network while reporting the bootstrap interval and its width; interval inclusion of zero is audit information, not a second edge-selection or significance rule; not evidence of a between-group difference.","NOT_PERFORMED_AND_NOT_PERMITTED_FROM_THIS_TABLE"
"2012__no_college_degree",2012,"No college degree",2773,"VCF0890--VCF0894","VCF0890","VCF0894","School spend -- Welfare",0.148110311932062,TRUE,0.148643579506707,0.0293593877920062,0.0893915363480495,0.206829087516074,0.0932876015998961,0.210746987963174,0,0.117437551168025,0.117459386363278,FALSE,"POSITIVE","RETAINED_UNDER_EBICGLASSO_REPORT_ESTIMATE_AND_INTERVAL","May describe direction and approximate magnitude within this single network while reporting the bootstrap interval and its width; interval inclusion of zero is audit information, not a second edge-selection or significance rule; not evidence of a between-group difference.","NOT_PERFORMED_AND_NOT_PERMITTED_FROM_THIS_TABLE"
"2012__no_college_degree",2012,"No college degree",2773,"VCF0890--VCF9223","VCF0890","VCF9223","School spend -- Immig. jobs",0.0542431642784344,TRUE,0.0545300812086346,0.0276226730486212,-0.00100218181880795,0.109488510375677,0,0.109803744267089,0.03,0.110490692194485,0.109803744267089,TRUE,"POSITIVE","RETAINED_UNDER_EBICGLASSO_REPORT_ESTIMATE_AND_INTERVAL","May describe direction and approximate magnitude within this single network while reporting the bootstrap interval and its width; interval inclusion of zero is audit information, not a second edge-selection or significance rule; not evidence of a between-group difference.","NOT_PERFORMED_AND_NOT_PERMITTED_FROM_THIS_TABLE"
"2012__no_college_degree",2012,"No college degree",2773,"VCF0894--VCF9223","VCF0894","VCF9223","Welfare -- Immig. jobs",0,FALSE,-0.0035791836228741,0.0149947453291689,-0.0299894906583378,0.0299894906583378,-0.0462147010337883,0.0211019277913493,0.695,0.0599789813166756,0.0673166288251376,TRUE,"ZERO","NOT_RETAINED_UNDER_REGULARISATION_DO_NOT_CALL_ABSENT","State only that the edge was not retained under the frozen regularisation procedure; do not claim absence.","NOT_PERFORMED_AND_NOT_PERMITTED_FROM_THIS_TABLE"
"2012__college_or_advanced",2012,"College or advanced degree",1531,"VCF0806--VCF0809","VCF0806","VCF0809","Health -- Jobs",0.269096217542581,TRUE,0.274737794475612,0.0306871640625004,0.207721889417581,0.330470545667582,0.2130872709167,0.334141456089895,0,0.122748656250001,0.121054185173195,FALSE,"POSITIVE","RETAINED_UNDER_EBICGLASSO_REPORT_ESTIMATE_AND_INTERVAL","May describe direction and approximate magnitude within this single network while reporting the bootstrap interval and its width; interval inclusion of zero is audit information, not a second edge-selection or significance rule; not evidence of a between-group difference.","NOT_PERFORMED_AND_NOT_PERMITTED_FROM_THIS_TABLE"
"2012__college_or_advanced",2012,"College or advanced degree",1531,"VCF0806--VCF0838","VCF0806","VCF0838","Health -- Abortion",0.209265764851778,TRUE,0.203632919609187,0.028132720407744,0.153000324036291,0.265531205667266,0.146482596464623,0.259845065735452,0,0.112530881630975,0.113362469270829,FALSE,"POSITIVE","RETAINED_UNDER_EBICGLASSO_REPORT_ESTIMATE_AND_INTERVAL","May describe direction and approximate magnitude within this single network while reporting the bootstrap interval and its width; interval inclusion of zero is audit information, not a second edge-selection or significance rule; not evidence of a between-group difference.","NOT_PERFORMED_AND_NOT_PERMITTED_FROM_THIS_TABLE"
"2012__college_or_advanced",2012,"College or advanced degree",1531,"VCF0806--VCF0839","VCF0806","VCF0839","Health -- Services",0.283545655430949,TRUE,0.280261520572087,0.0292949759075064,0.224955703615936,0.342135607245962,0.223530718902226,0.335526064650916,0,0.117179903630026,0.11199534574869,FALSE,"POSITIVE","RETAINED_UNDER_EBICGLASSO_REPORT_ESTIMATE_AND_INTERVAL","May describe direction and approximate magnitude within this single network while reporting the bootstrap interval and its width; interval inclusion of zero is audit information, not a second edge-selection or significance rule; not evidence of a between-group difference.","NOT_PERFORMED_AND_NOT_PERMITTED_FROM_THIS_TABLE"
"2012__college_or_advanced",2012,"College or advanced degree",1531,"VCF0806--VCF0879a","VCF0806","VCF0879a","Health -- Immig. level",0.0277559248378718,TRUE,0.027483636533092,0.0248639168413214,-0.0219719088447709,0.0774837585205146,0,0.0818259234881201,0.228,0.0994556673652855,0.0818259234881201,TRUE,"POSITIVE","RETAINED_UNDER_EBICGLASSO_REPORT_ESTIMATE_AND_INTERVAL","May describe direction and approximate magnitude within this single network while reporting the bootstrap interval and its width; interval inclusion of zero is audit information, not a second edge-selection or significance rule; not evidence of a between-group difference.","NOT_PERFORMED_AND_NOT_PERMITTED_FROM_THIS_TABLE"
"2012__college_or_advanced",2012,"College or advanced degree",1531,"VCF0806--VCF0888","VCF0806","VCF0888","Health -- Crime spend",-0.0126600444724573,TRUE,-0.0291796138116124,0.0280112647810584,-0.068682574034574,0.0433624850896594,-0.0888561733880952,0,0.328,0.112045059124233,0.0888561733880952,TRUE,"NEGATIVE","RETAINED_UNDER_EBICGLASSO_REPORT_ESTIMATE_AND_INTERVAL","May describe direction and approximate magnitude within this single network while reporting the bootstrap interval and its width; interval inclusion of zero is audit information, not a second edge-selection or significance rule; not evidence of a between-group difference.","NOT_PERFORMED_AND_NOT_PERMITTED_FROM_THIS_TABLE"
"2012__college_or_advanced",2012,"College or advanced degree",1531,"VCF0806--VCF0890","VCF0806","VCF0890","Health -- School spend",0.0149221786212767,TRUE,0.0261012076578355,0.0279741829272776,-0.0410261872332785,0.0708705444758319,0,0.0906107756568921,0.314,0.11189673170911,0.0906107756568921,TRUE,"POSITIVE","RETAINED_UNDER_EBICGLASSO_REPORT_ESTIMATE_AND_INTERVAL","May describe direction and approximate magnitude within this single network while reporting the bootstrap interval and its width; interval inclusion of zero is audit information, not a second edge-selection or significance rule; not evidence of a between-group difference.","NOT_PERFORMED_AND_NOT_PERMITTED_FROM_THIS_TABLE"
"2012__college_or_advanced",2012,"College or advanced degree",1531,"VCF0806--VCF0894","VCF0806","VCF0894","Health -- Welfare",0.176492518254632,TRUE,0.171744148711201,0.0357653672719986,0.104961783710634,0.248023252798629,0.103459184070329,0.241613433932751,0,0.143061469087995,0.138154249862422,FALSE,"POSITIVE","RETAINED_UNDER_EBICGLASSO_REPORT_ESTIMATE_AND_INTERVAL","May describe direction and approximate magnitude within this single network while reporting the bootstrap interval and its width; interval inclusion of zero is audit information, not a second edge-selection or significance rule; not evidence of a between-group difference.","NOT_PERFORMED_AND_NOT_PERMITTED_FROM_THIS_TABLE"
"2012__college_or_advanced",2012,"College or advanced degree",1531,"VCF0806--VCF9223","VCF0806","VCF9223","Health -- Immig. jobs",0.0560010405711913,TRUE,0.063767694739867,0.0303808017560762,-0.00476056294096114,0.116762644083344,0.000415575437581938,0.124421800331315,0.024,0.121523207024305,0.124006224893733,FALSE,"POSITIVE","RETAINED_UNDER_EBICGLASSO_REPORT_ESTIMATE_AND_INTERVAL","May describe direction and approximate magnitude within this single network while reporting the bootstrap interval and its width; interval inclusion of zero is audit information, not a second edge-selection or significance rule; not evidence of a between-group difference.","NOT_PERFORMED_AND_NOT_PERMITTED_FROM_THIS_TABLE"
