"Wave","Node","Expected_Influence","Positive_retained_edges","Negative_retained_edges","Zero_edges","CS_coefficient","CS_correlation_threshold","CS_interpretation_status","CS_error","Interpretation_boundary"
2016,"VCF0894",0.953843853830255,7,1,0,0.750092284976006,0.7,"CAUTIOUS_EXPLORATORY_INTERPRETATION",NA,"EXPLORATORY_SIGNED_CONNECTIVITY;NO_CAUSAL_OR_CROSS_WAVE_SIGNIFICANCE_CLAIM"
2016,"VCF9223",0.609823035309381,6,1,1,0.750092284976006,0.7,"CAUTIOUS_EXPLORATORY_INTERPRETATION",NA,"EXPLORATORY_SIGNED_CONNECTIVITY;NO_CAUSAL_OR_CROSS_WAVE_SIGNIFICANCE_CLAIM"
2020,"VCF0806",0.820732631106933,7,1,0,0.749907235621521,0.7,"CAUTIOUS_EXPLORATORY_INTERPRETATION",NA,"EXPLORATORY_SIGNED_CONNECTIVITY;NO_CAUSAL_OR_CROSS_WAVE_SIGNIFICANCE_CLAIM"
2020,"VCF0809",0.903925517942907,6,1,1,0.749907235621521,0.7,"CAUTIOUS_EXPLORATORY_INTERPRETATION",NA,"EXPLORATORY_SIGNED_CONNECTIVITY;NO_CAUSAL_OR_CROSS_WAVE_SIGNIFICANCE_CLAIM"
2020,"VCF0838",0.407179016478568,7,1,0,0.749907235621521,0.7,"CAUTIOUS_EXPLORATORY_INTERPRETATION",NA,"EXPLORATORY_SIGNED_CONNECTIVITY;NO_CAUSAL_OR_CROSS_WAVE_SIGNIFICANCE_CLAIM"
2020,"VCF0839",1.00576288746292,6,0,2,0.749907235621521,0.7,"CAUTIOUS_EXPLORATORY_INTERPRETATION",NA,"EXPLORATORY_SIGNED_CONNECTIVITY;NO_CAUSAL_OR_CROSS_WAVE_SIGNIFICANCE_CLAIM"
2020,"VCF0879a",0.595587547955407,6,1,1,0.749907235621521,0.7,"CAUTIOUS_EXPLORATORY_INTERPRETATION",NA,"EXPLORATORY_SIGNED_CONNECTIVITY;NO_CAUSAL_OR_CROSS_WAVE_SIGNIFICANCE_CLAIM"
2020,"VCF0888",-0.534614891369351,2,6,0,0.749907235621521,0.7,"CAUTIOUS_EXPLORATORY_INTERPRETATION",NA,"EXPLORATORY_SIGNED_CONNECTIVITY;NO_CAUSAL_OR_CROSS_WAVE_SIGNIFICANCE_CLAIM"
2020,"VCF0890",0.96152443430453,8,0,0,0.749907235621521,0.7,"CAUTIOUS_EXPLORATORY_INTERPRETATION",NA,"EXPLORATORY_SIGNED_CONNECTIVITY;NO_CAUSAL_OR_CROSS_WAVE_SIGNIFICANCE_CLAIM"
2020,"VCF0894",0.857458981232319,6,1,1,0.749907235621521,0.7,"CAUTIOUS_EXPLORATORY_INTERPRETATION",NA,"EXPLORATORY_SIGNED_CONNECTIVITY;NO_CAUSAL_OR_CROSS_WAVE_SIGNIFICANCE_CLAIM"
2020,"VCF9223",0.59173989257593,4,1,3,0.749907235621521,0.7,"CAUTIOUS_EXPLORATORY_INTERPRETATION",NA,"EXPLORATORY_SIGNED_CONNECTIVITY;NO_CAUSAL_OR_CROSS_WAVE_SIGNIFICANCE_CLAIM"
2024,"VCF0806",0.756088484565613,7,1,0,0.750070921985816,0.7,"CAUTIOUS_EXPLORATORY_INTERPRETATION",NA,"EXPLORATORY_SIGNED_CONNECTIVITY;NO_CAUSAL_OR_CROSS_WAVE_SIGNIFICANCE_CLAIM"
2024,"VCF0809",0.84471070748755,5,1,2,0.750070921985816,0.7,"CAUTIOUS_EXPLORATORY_INTERPRETATION",NA,"EXPLORATORY_SIGNED_CONNECTIVITY;NO_CAUSAL_OR_CROSS_WAVE_SIGNIFICANCE_CLAIM"
2024,"VCF0838",0.592348055906143,7,1,0,0.750070921985816,0.7,"CAUTIOUS_EXPLORATORY_INTERPRETATION",NA,"EXPLORATORY_SIGNED_CONNECTIVITY;NO_CAUSAL_OR_CROSS_WAVE_SIGNIFICANCE_CLAIM"
2024,"VCF0839",0.988220061344426,6,1,1,0.750070921985816,0.7,"CAUTIOUS_EXPLORATORY_INTERPRETATION",NA,"EXPLORATORY_SIGNED_CONNECTIVITY;NO_CAUSAL_OR_CROSS_WAVE_SIGNIFICANCE_CLAIM"
2024,"VCF0879a",0.294400178063554,5,1,2,0.750070921985816,0.7,"CAUTIOUS_EXPLORATORY_INTERPRETATION",NA,"EXPLORATORY_SIGNED_CONNECTIVITY;NO_CAUSAL_OR_CROSS_WAVE_SIGNIFICANCE_CLAIM"
2024,"VCF0888",-0.407017619715177,1,7,0,0.750070921985816,0.7,"CAUTIOUS_EXPLORATORY_INTERPRETATION",NA,"EXPLORATORY_SIGNED_CONNECTIVITY;NO_CAUSAL_OR_CROSS_WAVE_SIGNIFICANCE_CLAIM"
2024,"VCF0890",1.09525466631735,8,0,0,0.750070921985816,0.7,"CAUTIOUS_EXPLORATORY_INTERPRETATION",NA,"EXPLORATORY_SIGNED_CONNECTIVITY;NO_CAUSAL_OR_CROSS_WAVE_SIGNIFICANCE_CLAIM"
2024,"VCF0894",0.946367259553664,7,1,0,0.750070921985816,0.7,"CAUTIOUS_EXPLORATORY_INTERPRETATION",NA,"EXPLORATORY_SIGNED_CONNECTIVITY;NO_CAUSAL_OR_CROSS_WAVE_SIGNIFICANCE_CLAIM"
2024,"VCF9223",0.643702325792577,6,1,1,0.750070921985816,0.7,"CAUTIOUS_EXPLORATORY_INTERPRETATION",NA,"EXPLORATORY_SIGNED_CONNECTIVITY;NO_CAUSAL_OR_CROSS_WAVE_SIGNIFICANCE_CLAIM"
