"Wave","Node","Strength","Positive_retained_edges","Negative_retained_edges","Zero_edges","CS_coefficient","CS_correlation_threshold","CS_interpretation_status","CS_error","Interpretation_boundary"
2012,"VCF0809",0.825372615805275,5,2,1,0.750057431656329,0.7,"CAUTIOUS_EXPLORATORY_INTERPRETATION",NA,"AUXILIARY_ABSOLUTE_CONNECTIVITY;NO_CAUSAL_OR_CROSS_WAVE_SIGNIFICANCE_CLAIM"
2012,"VCF0838",0.610437502901248,3,2,3,0.750057431656329,0.7,"CAUTIOUS_EXPLORATORY_INTERPRETATION",NA,"AUXILIARY_ABSOLUTE_CONNECTIVITY;NO_CAUSAL_OR_CROSS_WAVE_SIGNIFICANCE_CLAIM"
2012,"VCF0839",1.07114047106634,7,0,1,0.750057431656329,0.7,"CAUTIOUS_EXPLORATORY_INTERPRETATION",NA,"AUXILIARY_ABSOLUTE_CONNECTIVITY;NO_CAUSAL_OR_CROSS_WAVE_SIGNIFICANCE_CLAIM"
2012,"VCF0879a",0.858655517730848,4,3,1,0.750057431656329,0.7,"CAUTIOUS_EXPLORATORY_INTERPRETATION",NA,"AUXILIARY_ABSOLUTE_CONNECTIVITY;NO_CAUSAL_OR_CROSS_WAVE_SIGNIFICANCE_CLAIM"
2012,"VCF0888",0.707422884404272,3,4,1,0.750057431656329,0.7,"CAUTIOUS_EXPLORATORY_INTERPRETATION",NA,"AUXILIARY_ABSOLUTE_CONNECTIVITY;NO_CAUSAL_OR_CROSS_WAVE_SIGNIFICANCE_CLAIM"
2012,"VCF0890",1.12107742548065,7,1,0,0.750057431656329,0.7,"CAUTIOUS_EXPLORATORY_INTERPRETATION",NA,"AUXILIARY_ABSOLUTE_CONNECTIVITY;NO_CAUSAL_OR_CROSS_WAVE_SIGNIFICANCE_CLAIM"
2012,"VCF0894",0.955019398106966,5,2,1,0.750057431656329,0.7,"CAUTIOUS_EXPLORATORY_INTERPRETATION",NA,"AUXILIARY_ABSOLUTE_CONNECTIVITY;NO_CAUSAL_OR_CROSS_WAVE_SIGNIFICANCE_CLAIM"
2012,"VCF9223",0.773664481140953,5,3,0,0.750057431656329,0.7,"CAUTIOUS_EXPLORATORY_INTERPRETATION",NA,"AUXILIARY_ABSOLUTE_CONNECTIVITY;NO_CAUSAL_OR_CROSS_WAVE_SIGNIFICANCE_CLAIM"
2016,"VCF0806",1.06649027430544,7,1,0,0.750092284976006,0.7,"CAUTIOUS_EXPLORATORY_INTERPRETATION",NA,"AUXILIARY_ABSOLUTE_CONNECTIVITY;NO_CAUSAL_OR_CROSS_WAVE_SIGNIFICANCE_CLAIM"
2016,"VCF0809",0.873523304254856,4,1,3,0.750092284976006,0.7,"CAUTIOUS_EXPLORATORY_INTERPRETATION",NA,"AUXILIARY_ABSOLUTE_CONNECTIVITY;NO_CAUSAL_OR_CROSS_WAVE_SIGNIFICANCE_CLAIM"
2016,"VCF0838",0.729215167458566,6,2,0,0.750092284976006,0.7,"CAUTIOUS_EXPLORATORY_INTERPRETATION",NA,"AUXILIARY_ABSOLUTE_CONNECTIVITY;NO_CAUSAL_OR_CROSS_WAVE_SIGNIFICANCE_CLAIM"
2016,"VCF0839",1.09852070723435,7,0,1,0.750092284976006,0.7,"CAUTIOUS_EXPLORATORY_INTERPRETATION",NA,"AUXILIARY_ABSOLUTE_CONNECTIVITY;NO_CAUSAL_OR_CROSS_WAVE_SIGNIFICANCE_CLAIM"
2016,"VCF0879a",0.858791834715703,5,1,2,0.750092284976006,0.7,"CAUTIOUS_EXPLORATORY_INTERPRETATION",NA,"AUXILIARY_ABSOLUTE_CONNECTIVITY;NO_CAUSAL_OR_CROSS_WAVE_SIGNIFICANCE_CLAIM"
2016,"VCF0888",0.700023028402458,2,5,1,0.750092284976006,0.7,"CAUTIOUS_EXPLORATORY_INTERPRETATION",NA,"AUXILIARY_ABSOLUTE_CONNECTIVITY;NO_CAUSAL_OR_CROSS_WAVE_SIGNIFICANCE_CLAIM"
2016,"VCF0890",0.903749530506284,8,0,0,0.750092284976006,0.7,"CAUTIOUS_EXPLORATORY_INTERPRETATION",NA,"AUXILIARY_ABSOLUTE_CONNECTIVITY;NO_CAUSAL_OR_CROSS_WAVE_SIGNIFICANCE_CLAIM"
2016,"VCF0894",1.08003259456694,7,1,0,0.750092284976006,0.7,"CAUTIOUS_EXPLORATORY_INTERPRETATION",NA,"AUXILIARY_ABSOLUTE_CONNECTIVITY;NO_CAUSAL_OR_CROSS_WAVE_SIGNIFICANCE_CLAIM"
2016,"VCF9223",0.83708926562305,6,1,1,0.750092284976006,0.7,"CAUTIOUS_EXPLORATORY_INTERPRETATION",NA,"AUXILIARY_ABSOLUTE_CONNECTIVITY;NO_CAUSAL_OR_CROSS_WAVE_SIGNIFICANCE_CLAIM"
2020,"VCF0806",1.10486552268988,7,1,0,0.749907235621521,0.7,"CAUTIOUS_EXPLORATORY_INTERPRETATION",NA,"AUXILIARY_ABSOLUTE_CONNECTIVITY;NO_CAUSAL_OR_CROSS_WAVE_SIGNIFICANCE_CLAIM"
2020,"VCF0809",0.955944051392677,6,1,1,0.749907235621521,0.7,"CAUTIOUS_EXPLORATORY_INTERPRETATION",NA,"AUXILIARY_ABSOLUTE_CONNECTIVITY;NO_CAUSAL_OR_CROSS_WAVE_SIGNIFICANCE_CLAIM"
2020,"VCF0838",0.776850275149715,7,1,0,0.749907235621521,0.7,"CAUTIOUS_EXPLORATORY_INTERPRETATION",NA,"AUXILIARY_ABSOLUTE_CONNECTIVITY;NO_CAUSAL_OR_CROSS_WAVE_SIGNIFICANCE_CLAIM"
2020,"VCF0839",1.00576288746292,6,0,2,0.749907235621521,0.7,"CAUTIOUS_EXPLORATORY_INTERPRETATION",NA,"AUXILIARY_ABSOLUTE_CONNECTIVITY;NO_CAUSAL_OR_CROSS_WAVE_SIGNIFICANCE_CLAIM"
2020,"VCF0879a",0.935283312251488,6,1,1,0.749907235621521,0.7,"CAUTIOUS_EXPLORATORY_INTERPRETATION",NA,"AUXILIARY_ABSOLUTE_CONNECTIVITY;NO_CAUSAL_OR_CROSS_WAVE_SIGNIFICANCE_CLAIM"
2020,"VCF0888",0.871229735140268,2,6,0,0.749907235621521,0.7,"CAUTIOUS_EXPLORATORY_INTERPRETATION",NA,"AUXILIARY_ABSOLUTE_CONNECTIVITY;NO_CAUSAL_OR_CROSS_WAVE_SIGNIFICANCE_CLAIM"
2020,"VCF0890",0.96152443430453,8,0,0,0.749907235621521,0.7,"CAUTIOUS_EXPLORATORY_INTERPRETATION",NA,"AUXILIARY_ABSOLUTE_CONNECTIVITY;NO_CAUSAL_OR_CROSS_WAVE_SIGNIFICANCE_CLAIM"
2020,"VCF0894",0.993926442361075,6,1,1,0.749907235621521,0.7,"CAUTIOUS_EXPLORATORY_INTERPRETATION",NA,"AUXILIARY_ABSOLUTE_CONNECTIVITY;NO_CAUSAL_OR_CROSS_WAVE_SIGNIFICANCE_CLAIM"
2020,"VCF9223",0.81559860995685,4,1,3,0.749907235621521,0.7,"CAUTIOUS_EXPLORATORY_INTERPRETATION",NA,"AUXILIARY_ABSOLUTE_CONNECTIVITY;NO_CAUSAL_OR_CROSS_WAVE_SIGNIFICANCE_CLAIM"
2024,"VCF0806",0.988072422798942,7,1,0,0.750070921985816,0.7,"CAUTIOUS_EXPLORATORY_INTERPRETATION",NA,"AUXILIARY_ABSOLUTE_CONNECTIVITY;NO_CAUSAL_OR_CROSS_WAVE_SIGNIFICANCE_CLAIM"
2024,"VCF0809",0.915258101670811,5,1,2,0.750070921985816,0.7,"CAUTIOUS_EXPLORATORY_INTERPRETATION",NA,"AUXILIARY_ABSOLUTE_CONNECTIVITY;NO_CAUSAL_OR_CROSS_WAVE_SIGNIFICANCE_CLAIM"
2024,"VCF0838",0.830330089972536,7,1,0,0.750070921985816,0.7,"CAUTIOUS_EXPLORATORY_INTERPRETATION",NA,"AUXILIARY_ABSOLUTE_CONNECTIVITY;NO_CAUSAL_OR_CROSS_WAVE_SIGNIFICANCE_CLAIM"
2024,"VCF0839",1.07200596654761,6,1,1,0.750070921985816,0.7,"CAUTIOUS_EXPLORATORY_INTERPRETATION",NA,"AUXILIARY_ABSOLUTE_CONNECTIVITY;NO_CAUSAL_OR_CROSS_WAVE_SIGNIFICANCE_CLAIM"
2024,"VCF0879a",0.537211838566268,5,1,2,0.750070921985816,0.7,"CAUTIOUS_EXPLORATORY_INTERPRETATION",NA,"AUXILIARY_ABSOLUTE_CONNECTIVITY;NO_CAUSAL_OR_CROSS_WAVE_SIGNIFICANCE_CLAIM"
2024,"VCF0888",0.812719549671824,1,7,0,0.750070921985816,0.7,"CAUTIOUS_EXPLORATORY_INTERPRETATION",NA,"AUXILIARY_ABSOLUTE_CONNECTIVITY;NO_CAUSAL_OR_CROSS_WAVE_SIGNIFICANCE_CLAIM"
2024,"VCF0890",1.09525466631735,8,0,0,0.750070921985816,0.7,"CAUTIOUS_EXPLORATORY_INTERPRETATION",NA,"AUXILIARY_ABSOLUTE_CONNECTIVITY;NO_CAUSAL_OR_CROSS_WAVE_SIGNIFICANCE_CLAIM"
2024,"VCF0894",1.00746982296949,7,1,0,0.750070921985816,0.7,"CAUTIOUS_EXPLORATORY_INTERPRETATION",NA,"AUXILIARY_ABSOLUTE_CONNECTIVITY;NO_CAUSAL_OR_CROSS_WAVE_SIGNIFICANCE_CLAIM"
2024,"VCF9223",0.935225999574868,6,1,1,0.750070921985816,0.7,"CAUTIOUS_EXPLORATORY_INTERPRETATION",NA,"AUXILIARY_ABSOLUTE_CONNECTIVITY;NO_CAUSAL_OR_CROSS_WAVE_SIGNIFICANCE_CLAIM"
