"Claim_ID","Claim_type","Wave","Node_1","Node_2","Primary_edge_weight","Primary_retained","Primary_sign","D11_applicable","D20A_gamma025_applicable","D20A_no_VCF0839_applicable","D15_W_CDF_applicable","D15_W_POST_COMPAT_applicable","D19_all_internet_applicable","Frozen_before_sensitivity_results","Frozen_date","Source_file"
"EDGE_2004_VCF0809_VCF0879a","PRIMARY_EDGE_SIGN_AND_RETENTION",2004,"VCF0809","VCF0879a",0,FALSE,"ZERO",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2004_VCF0809_VCF0888","PRIMARY_EDGE_SIGN_AND_RETENTION",2004,"VCF0809","VCF0888",-0.0294227504442804,TRUE,"NEGATIVE",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2004_VCF0809_VCF0890","PRIMARY_EDGE_SIGN_AND_RETENTION",2004,"VCF0809","VCF0890",0.086021602736654,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2004_VCF0809_VCF0894","PRIMARY_EDGE_SIGN_AND_RETENTION",2004,"VCF0809","VCF0894",0.253193469933843,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2004_VCF0809_VCF9223","PRIMARY_EDGE_SIGN_AND_RETENTION",2004,"VCF0809","VCF9223",-0.0428131826413368,TRUE,"NEGATIVE",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2004_VCF0838_VCF0839","PRIMARY_EDGE_SIGN_AND_RETENTION",2004,"VCF0838","VCF0839",0.0766442393357764,TRUE,"POSITIVE",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2004_VCF0838_VCF0879a","PRIMARY_EDGE_SIGN_AND_RETENTION",2004,"VCF0838","VCF0879a",0,FALSE,"ZERO",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2004_VCF0838_VCF0888","PRIMARY_EDGE_SIGN_AND_RETENTION",2004,"VCF0838","VCF0888",-0.0374456271586838,TRUE,"NEGATIVE",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2004_VCF0838_VCF0890","PRIMARY_EDGE_SIGN_AND_RETENTION",2004,"VCF0838","VCF0890",0.0613363217966801,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2004_VCF0838_VCF0894","PRIMARY_EDGE_SIGN_AND_RETENTION",2004,"VCF0838","VCF0894",0,FALSE,"ZERO",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2004_VCF0838_VCF9223","PRIMARY_EDGE_SIGN_AND_RETENTION",2004,"VCF0838","VCF9223",0.0742691350936274,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2004_VCF0839_VCF0879a","PRIMARY_EDGE_SIGN_AND_RETENTION",2004,"VCF0839","VCF0879a",0,FALSE,"ZERO",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2004_VCF0839_VCF0888","PRIMARY_EDGE_SIGN_AND_RETENTION",2004,"VCF0839","VCF0888",0,FALSE,"ZERO",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2004_VCF0839_VCF0890","PRIMARY_EDGE_SIGN_AND_RETENTION",2004,"VCF0839","VCF0890",0.302310172712598,TRUE,"POSITIVE",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2004_VCF0839_VCF0894","PRIMARY_EDGE_SIGN_AND_RETENTION",2004,"VCF0839","VCF0894",0.178137225084089,TRUE,"POSITIVE",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2004_VCF0839_VCF9223","PRIMARY_EDGE_SIGN_AND_RETENTION",2004,"VCF0839","VCF9223",-0.0798569215033069,TRUE,"NEGATIVE",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2004_VCF0879a_VCF0888","PRIMARY_EDGE_SIGN_AND_RETENTION",2004,"VCF0879a","VCF0888",-0.0743041345843866,TRUE,"NEGATIVE",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2004_VCF0879a_VCF0890","PRIMARY_EDGE_SIGN_AND_RETENTION",2004,"VCF0879a","VCF0890",0.0499912636732557,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2004_VCF0879a_VCF0894","PRIMARY_EDGE_SIGN_AND_RETENTION",2004,"VCF0879a","VCF0894",0.0872300472315628,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2004_VCF0879a_VCF9223","PRIMARY_EDGE_SIGN_AND_RETENTION",2004,"VCF0879a","VCF9223",0.449956286828701,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2004_VCF0888_VCF0890","PRIMARY_EDGE_SIGN_AND_RETENTION",2004,"VCF0888","VCF0890",0.246375316880606,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2004_VCF0888_VCF0894","PRIMARY_EDGE_SIGN_AND_RETENTION",2004,"VCF0888","VCF0894",0,FALSE,"ZERO",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2004_VCF0888_VCF9223","PRIMARY_EDGE_SIGN_AND_RETENTION",2004,"VCF0888","VCF9223",-0.0883941487208757,TRUE,"NEGATIVE",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2004_VCF0890_VCF0894","PRIMARY_EDGE_SIGN_AND_RETENTION",2004,"VCF0890","VCF0894",0.163619760585957,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2004_VCF0890_VCF9223","PRIMARY_EDGE_SIGN_AND_RETENTION",2004,"VCF0890","VCF9223",0,FALSE,"ZERO",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2004_VCF0894_VCF9223","PRIMARY_EDGE_SIGN_AND_RETENTION",2004,"VCF0894","VCF9223",0,FALSE,"ZERO",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2012_VCF0806_VCF0809","PRIMARY_EDGE_SIGN_AND_RETENTION",2012,"VCF0806","VCF0809",0.303846021908369,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2012_VCF0806_VCF0838","PRIMARY_EDGE_SIGN_AND_RETENTION",2012,"VCF0806","VCF0838",0.163141088733884,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2012_VCF0806_VCF0839","PRIMARY_EDGE_SIGN_AND_RETENTION",2012,"VCF0806","VCF0839",0.234328527509928,TRUE,"POSITIVE",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2012_VCF0806_VCF0879a","PRIMARY_EDGE_SIGN_AND_RETENTION",2012,"VCF0806","VCF0879a",0.0493033840706338,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2012_VCF0806_VCF0888","PRIMARY_EDGE_SIGN_AND_RETENTION",2012,"VCF0806","VCF0888",-0.023095672005309,TRUE,"NEGATIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2012_VCF0806_VCF0890","PRIMARY_EDGE_SIGN_AND_RETENTION",2012,"VCF0806","VCF0890",0.0586270926415524,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2012_VCF0806_VCF0894","PRIMARY_EDGE_SIGN_AND_RETENTION",2012,"VCF0806","VCF0894",0.14949343454668,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2012_VCF0806_VCF9223","PRIMARY_EDGE_SIGN_AND_RETENTION",2012,"VCF0806","VCF9223",0.0150369312245018,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2012_VCF0809_VCF0838","PRIMARY_EDGE_SIGN_AND_RETENTION",2012,"VCF0809","VCF0838",0,FALSE,"ZERO",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2012_VCF0809_VCF0839","PRIMARY_EDGE_SIGN_AND_RETENTION",2012,"VCF0809","VCF0839",0.189210653527643,TRUE,"POSITIVE",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2012_VCF0809_VCF0879a","PRIMARY_EDGE_SIGN_AND_RETENTION",2012,"VCF0809","VCF0879a",-0.0194987239175984,TRUE,"NEGATIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2012_VCF0809_VCF0888","PRIMARY_EDGE_SIGN_AND_RETENTION",2012,"VCF0809","VCF0888",0.0462895145169454,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2012_VCF0809_VCF0890","PRIMARY_EDGE_SIGN_AND_RETENTION",2012,"VCF0809","VCF0890",0.0920263712391898,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2012_VCF0809_VCF0894","PRIMARY_EDGE_SIGN_AND_RETENTION",2012,"VCF0809","VCF0894",0.151618352474529,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2012_VCF0809_VCF9223","PRIMARY_EDGE_SIGN_AND_RETENTION",2012,"VCF0809","VCF9223",-0.0228829782209999,TRUE,"NEGATIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2012_VCF0838_VCF0839","PRIMARY_EDGE_SIGN_AND_RETENTION",2012,"VCF0838","VCF0839",0,FALSE,"ZERO",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2012_VCF0838_VCF0879a","PRIMARY_EDGE_SIGN_AND_RETENTION",2012,"VCF0838","VCF0879a",0,FALSE,"ZERO",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2012_VCF0838_VCF0888","PRIMARY_EDGE_SIGN_AND_RETENTION",2012,"VCF0838","VCF0888",-0.111103873701375,TRUE,"NEGATIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2012_VCF0838_VCF0890","PRIMARY_EDGE_SIGN_AND_RETENTION",2012,"VCF0838","VCF0890",0.173712290542379,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2012_VCF0838_VCF0894","PRIMARY_EDGE_SIGN_AND_RETENTION",2012,"VCF0838","VCF0894",-0.0427267061442297,TRUE,"NEGATIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2012_VCF0838_VCF9223","PRIMARY_EDGE_SIGN_AND_RETENTION",2012,"VCF0838","VCF9223",0.11975354377938,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2012_VCF0839_VCF0879a","PRIMARY_EDGE_SIGN_AND_RETENTION",2012,"VCF0839","VCF0879a",0.0243666958303837,TRUE,"POSITIVE",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2012_VCF0839_VCF0888","PRIMARY_EDGE_SIGN_AND_RETENTION",2012,"VCF0839","VCF0888",0.0279994439971449,TRUE,"POSITIVE",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2012_VCF0839_VCF0890","PRIMARY_EDGE_SIGN_AND_RETENTION",2012,"VCF0839","VCF0890",0.263346205380432,TRUE,"POSITIVE",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2012_VCF0839_VCF0894","PRIMARY_EDGE_SIGN_AND_RETENTION",2012,"VCF0839","VCF0894",0.304754460215999,TRUE,"POSITIVE",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2012_VCF0839_VCF9223","PRIMARY_EDGE_SIGN_AND_RETENTION",2012,"VCF0839","VCF9223",0.0271344846048082,TRUE,"POSITIVE",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2012_VCF0879a_VCF0888","PRIMARY_EDGE_SIGN_AND_RETENTION",2012,"VCF0879a","VCF0888",-0.122256344533936,TRUE,"NEGATIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2012_VCF0879a_VCF0890","PRIMARY_EDGE_SIGN_AND_RETENTION",2012,"VCF0879a","VCF0890",-0.0328432083530345,TRUE,"NEGATIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2012_VCF0879a_VCF0894","PRIMARY_EDGE_SIGN_AND_RETENTION",2012,"VCF0879a","VCF0894",0.14055343388669,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2012_VCF0879a_VCF9223","PRIMARY_EDGE_SIGN_AND_RETENTION",2012,"VCF0879a","VCF9223",0.469833727138572,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2012_VCF0888_VCF0890","PRIMARY_EDGE_SIGN_AND_RETENTION",2012,"VCF0888","VCF0890",0.305355221016655,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2012_VCF0888_VCF0894","PRIMARY_EDGE_SIGN_AND_RETENTION",2012,"VCF0888","VCF0894",0,FALSE,"ZERO",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2012_VCF0888_VCF9223","PRIMARY_EDGE_SIGN_AND_RETENTION",2012,"VCF0888","VCF9223",-0.0713228146329072,TRUE,"NEGATIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2012_VCF0890_VCF0894","PRIMARY_EDGE_SIGN_AND_RETENTION",2012,"VCF0890","VCF0894",0.156670022803228,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2012_VCF0890_VCF9223","PRIMARY_EDGE_SIGN_AND_RETENTION",2012,"VCF0890","VCF9223",0.0384970135041746,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2012_VCF0894_VCF9223","PRIMARY_EDGE_SIGN_AND_RETENTION",2012,"VCF0894","VCF9223",-0.00920298803560992,TRUE,"NEGATIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2016_VCF0806_VCF0809","PRIMARY_EDGE_SIGN_AND_RETENTION",2016,"VCF0806","VCF0809",0.357600675012053,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2016_VCF0806_VCF0838","PRIMARY_EDGE_SIGN_AND_RETENTION",2016,"VCF0806","VCF0838",0.181921384698232,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2016_VCF0806_VCF0839","PRIMARY_EDGE_SIGN_AND_RETENTION",2016,"VCF0806","VCF0839",0.190850385470592,TRUE,"POSITIVE",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2016_VCF0806_VCF0879a","PRIMARY_EDGE_SIGN_AND_RETENTION",2016,"VCF0806","VCF0879a",0.0658181576864972,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2016_VCF0806_VCF0888","PRIMARY_EDGE_SIGN_AND_RETENTION",2016,"VCF0806","VCF0888",-0.0783115642198743,TRUE,"NEGATIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2016_VCF0806_VCF0890","PRIMARY_EDGE_SIGN_AND_RETENTION",2016,"VCF0806","VCF0890",0.0590306809790036,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2016_VCF0806_VCF0894","PRIMARY_EDGE_SIGN_AND_RETENTION",2016,"VCF0806","VCF0894",0.114332152702858,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2016_VCF0806_VCF9223","PRIMARY_EDGE_SIGN_AND_RETENTION",2016,"VCF0806","VCF9223",0.0186252735363306,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2016_VCF0809_VCF0838","PRIMARY_EDGE_SIGN_AND_RETENTION",2016,"VCF0809","VCF0838",-0.0734135665583111,TRUE,"NEGATIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2016_VCF0809_VCF0839","PRIMARY_EDGE_SIGN_AND_RETENTION",2016,"VCF0809","VCF0839",0.216271398419299,TRUE,"POSITIVE",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2016_VCF0809_VCF0879a","PRIMARY_EDGE_SIGN_AND_RETENTION",2016,"VCF0809","VCF0879a",0,FALSE,"ZERO",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2016_VCF0809_VCF0888","PRIMARY_EDGE_SIGN_AND_RETENTION",2016,"VCF0809","VCF0888",0,FALSE,"ZERO",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2016_VCF0809_VCF0890","PRIMARY_EDGE_SIGN_AND_RETENTION",2016,"VCF0809","VCF0890",0.052471021635499,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2016_VCF0809_VCF0894","PRIMARY_EDGE_SIGN_AND_RETENTION",2016,"VCF0809","VCF0894",0.173766642629694,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2016_VCF0809_VCF9223","PRIMARY_EDGE_SIGN_AND_RETENTION",2016,"VCF0809","VCF9223",0,FALSE,"ZERO",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2016_VCF0838_VCF0839","PRIMARY_EDGE_SIGN_AND_RETENTION",2016,"VCF0838","VCF0839",0.0636726525169274,TRUE,"POSITIVE",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2016_VCF0838_VCF0879a","PRIMARY_EDGE_SIGN_AND_RETENTION",2016,"VCF0838","VCF0879a",0.0198466846918451,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2016_VCF0838_VCF0888","PRIMARY_EDGE_SIGN_AND_RETENTION",2016,"VCF0838","VCF0888",-0.101292565988874,TRUE,"NEGATIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2016_VCF0838_VCF0890","PRIMARY_EDGE_SIGN_AND_RETENTION",2016,"VCF0838","VCF0890",0.108612599323994,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2016_VCF0838_VCF0894","PRIMARY_EDGE_SIGN_AND_RETENTION",2016,"VCF0838","VCF0894",0.0364902033127705,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
"EDGE_2016_VCF0838_VCF9223","PRIMARY_EDGE_SIGN_AND_RETENTION",2016,"VCF0838","VCF9223",0.143965510367613,TRUE,"POSITIVE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"2026-08-30","07_formal_five_wave_edge_weights.csv"
