year,node1,node2,correlation
2004,VCF0809,VCF0894,0.419969859041337
2004,VCF0838,VCF0894,0.0798643878158854
2004,VCF0839,VCF0894,0.38318304693898
2004,VCF0888,VCF0894,0.0478273842516819
2004,VCF0890,VCF0894,0.341695147767074
2004,VCF0894,VCF0894,1
2004,VCF0879a,VCF0894,0.129513901127667
2004,VCF9223,VCF0894,0.048341863670503
2004,VCF0806,VCF0879a,0.0995652603664963
2004,VCF0809,VCF0879a,0.0527818049196746
2004,VCF0838,VCF0879a,0.0935576651244204
2004,VCF0839,VCF0879a,0.00715027791661149
2004,VCF0888,VCF0879a,-0.170125721051056
2004,VCF0890,VCF0879a,0.071869048405487
2004,VCF0894,VCF0879a,0.129513901127667
2004,VCF0879a,VCF0879a,1
2004,VCF9223,VCF0879a,0.495889165512072
2004,VCF0806,VCF9223,-0.0611215074605249
2004,VCF0809,VCF9223,-0.0916882384276038
2004,VCF0838,VCF9223,0.133040729306133
2004,VCF0839,VCF9223,-0.130585803460077
2004,VCF0888,VCF9223,-0.20575376452453
2004,VCF0890,VCF9223,-0.0927388483543511
2004,VCF0894,VCF9223,0.048341863670503
2004,VCF0879a,VCF9223,0.495889165512072
2004,VCF9223,VCF9223,1
2012,VCF0806,VCF0806,1
2012,VCF0809,VCF0806,0.558681012495356
2012,VCF0838,VCF0806,0.236648424982517
2012,VCF0839,VCF0806,0.554105284371207
2012,VCF0888,VCF0806,0.093768291333199
2012,VCF0890,VCF0806,0.40117625770754
2012,VCF0894,VCF0806,0.471938573976855
2012,VCF0879a,VCF0806,0.171202881822443
2012,VCF9223,VCF0806,0.127115791927081
2012,VCF0806,VCF0809,0.558681012495356
2012,VCF0809,VCF0809,1
2012,VCF0838,VCF0809,0.120874155407927
2012,VCF0839,VCF0809,0.534675216633867
2012,VCF0888,VCF0809,0.198309290192715
2012,VCF0890,VCF0809,0.420549211016433
2012,VCF0894,VCF0809,0.464948136139946
2012,VCF0879a,VCF0809,0.0823286528455489
2012,VCF9223,VCF0809,0.035659792393696
2012,VCF0806,VCF0838,0.236648424982517
2012,VCF0809,VCF0838,0.120874155407927
2012,VCF0838,VCF0838,1
2012,VCF0839,VCF0838,0.179060869187212
2012,VCF0888,VCF0838,-0.0435461794329582
2012,VCF0890,VCF0838,0.228336558228662
2012,VCF0894,VCF0838,0.109633072661297
2012,VCF0879a,VCF0838,0.103499878741849
2012,VCF9223,VCF0838,0.165089479123211
2012,VCF0806,VCF0839,0.554105284371207
2012,VCF0809,VCF0839,0.534675216633867
2012,VCF0838,VCF0839,0.179060869187212
2012,VCF0839,VCF0839,1
2012,VCF0888,VCF0839,0.198723369568887
2012,VCF0890,VCF0839,0.517673297258955
2012,VCF0894,VCF0839,0.582029081294222
2012,VCF0879a,VCF0839,0.163512053371595
2012,VCF9223,VCF0839,0.135840093680468
2012,VCF0806,VCF0888,0.093768291333199
2012,VCF0809,VCF0888,0.198309290192715
2012,VCF0838,VCF0888,-0.0435461794329582
2012,VCF0839,VCF0888,0.198723369568887
2012,VCF0888,VCF0888,1
2012,VCF0890,VCF0888,0.370718088105019
2012,VCF0894,VCF0888,0.152375700952458
2012,VCF0879a,VCF0888,-0.160429166150186
2012,VCF9223,VCF0888,-0.129906608523215
2012,VCF0806,VCF0890,0.40117625770754
2012,VCF0809,VCF0890,0.420549211016433
2012,VCF0838,VCF0890,0.228336558228662
2012,VCF0839,VCF0890,0.517673297258955
2012,VCF0888,VCF0890,0.370718088105019
2012,VCF0890,VCF0890,1
2012,VCF0894,VCF0890,0.422953073661625
2012,VCF0879a,VCF0890,0.0477084838218488
2012,VCF9223,VCF0890,0.0727142731153223
2012,VCF0806,VCF0894,0.471938573976855
2012,VCF0809,VCF0894,0.464948136139946
2012,VCF0838,VCF0894,0.109633072661297
2012,VCF0839,VCF0894,0.582029081294222
2012,VCF0888,VCF0894,0.152375700952458
2012,VCF0890,VCF0894,0.422953073661625
2012,VCF0894,VCF0894,1
2012,VCF0879a,VCF0894,0.218632823664544
2012,VCF9223,VCF0894,0.108631788756324
2012,VCF0806,VCF0879a,0.171202881822443
2012,VCF0809,VCF0879a,0.0823286528455489
2012,VCF0838,VCF0879a,0.103499878741849
2012,VCF0839,VCF0879a,0.163512053371595
2012,VCF0888,VCF0879a,-0.160429166150186
2012,VCF0890,VCF0879a,0.0477084838218488
2012,VCF0894,VCF0879a,0.218632823664544
2012,VCF0879a,VCF0879a,1
2012,VCF9223,VCF0879a,0.49456055277407
2012,VCF0806,VCF9223,0.127115791927081
2012,VCF0809,VCF9223,0.035659792393696
2012,VCF0838,VCF9223,0.165089479123211
2012,VCF0839,VCF9223,0.135840093680468
2012,VCF0888,VCF9223,-0.129906608523215
2012,VCF0890,VCF9223,0.0727142731153223
2012,VCF0894,VCF9223,0.108631788756324
2012,VCF0879a,VCF9223,0.49456055277407
2012,VCF9223,VCF9223,1
2016,VCF0806,VCF0806,1
2016,VCF0809,VCF0806,0.591625591062643
2016,VCF0838,VCF0806,0.346569782061815
2016,VCF0839,VCF0806,0.5584405051357
2016,VCF0888,VCF0806,-0.141640843482649
2016,VCF0890,VCF0806,0.347686656410654
2016,VCF0894,VCF0806,0.497917414003208
2016,VCF0879a,VCF0806,0.333427064354487
2016,VCF9223,VCF0806,0.282334931452663
2016,VCF0806,VCF0809,0.591625591062643
2016,VCF0809,VCF0809,1
2016,VCF0838,VCF0809,0.183854893719428
2016,VCF0839,VCF0809,0.564225880035688
2016,VCF0888,VCF0809,-0.0398906950262858
2016,VCF0890,VCF0809,0.362066042592812
2016,VCF0894,VCF0809,0.496478711348859
2016,VCF0879a,VCF0809,0.260939714876419
2016,VCF9223,VCF0809,0.192024916752628
2016,VCF0806,VCF0838,0.346569782061815
2016,VCF0809,VCF0838,0.183854893719428
2016,VCF0838,VCF0838,1
2016,VCF0839,VCF0838,0.278903808586008
2016,VCF0888,VCF0838,-0.135789262298622
2016,VCF0890,VCF0838,0.22363853443669
2016,VCF0894,VCF0838,0.230027857688221
2016,VCF0879a,VCF0838,0.236669852862295
2016,VCF9223,VCF0838,0.291154783367948
2016,VCF0806,VCF0839,0.5584405051357
2016,VCF0809,VCF0839,0.564225880035688
2016,VCF0838,VCF0839,0.278903808586008
2016,VCF0839,VCF0839,1
2016,VCF0888,VCF0839,-0.0237296189675162
2016,VCF0890,VCF0839,0.493428590583286
2016,VCF0894,VCF0839,0.61824636764063
2016,VCF0879a,VCF0839,0.334700504266258
2016,VCF9223,VCF0839,0.271952829512346
2016,VCF0806,VCF0888,-0.141640843482649
2016,VCF0809,VCF0888,-0.0398906950262858
2016,VCF0838,VCF0888,-0.135789262298622
2016,VCF0839,VCF0888,-0.0237296189675162
2016,VCF0888,VCF0888,1
2016,VCF0890,VCF0888,0.161569670006399
2016,VCF0894,VCF0888,-0.094423341581761
2016,VCF0879a,VCF0888,-0.206396150688628
2016,VCF9223,VCF0888,-0.199995377441803
2016,VCF0806,VCF0890,0.347686656410654
2016,VCF0809,VCF0890,0.362066042592812
2016,VCF0838,VCF0890,0.22363853443669
2016,VCF0839,VCF0890,0.493428590583286
2016,VCF0888,VCF0890,0.161569670006399
2016,VCF0890,VCF0890,1
2016,VCF0894,VCF0890,0.386925045302047
2016,VCF0879a,VCF0890,0.222540014245912
2016,VCF9223,VCF0890,0.218082712497511
2016,VCF0806,VCF0894,0.497917414003208
2016,VCF0809,VCF0894,0.496478711348859
2016,VCF0838,VCF0894,0.230027857688221
2016,VCF0839,VCF0894,0.61824636764063
2016,VCF0888,VCF0894,-0.094423341581761
2016,VCF0890,VCF0894,0.386925045302047
2016,VCF0894,VCF0894,1
2016,VCF0879a,VCF0894,0.41105239834955
2016,VCF9223,VCF0894,0.291381082268888
2016,VCF0806,VCF0879a,0.333427064354487
2016,VCF0809,VCF0879a,0.260939714876419
2016,VCF0838,VCF0879a,0.236669852862295
2016,VCF0839,VCF0879a,0.334700504266258
2016,VCF0888,VCF0879a,-0.206396150688628
2016,VCF0890,VCF0879a,0.222540014245912
2016,VCF0894,VCF0879a,0.41105239834955
2016,VCF0879a,VCF0879a,1
2016,VCF9223,VCF0879a,0.537383632387776
2016,VCF0806,VCF9223,0.282334931452663
2016,VCF0809,VCF9223,0.192024916752628
2016,VCF0838,VCF9223,0.291154783367948
2016,VCF0839,VCF9223,0.271952829512346
2016,VCF0888,VCF9223,-0.199995377441803
2016,VCF0890,VCF9223,0.218082712497511
2016,VCF0894,VCF9223,0.291381082268888
2016,VCF0879a,VCF9223,0.537383632387776
2016,VCF9223,VCF9223,1
2020,VCF0806,VCF0806,1
2020,VCF0809,VCF0806,0.669138930030832
2020,VCF0838,VCF0806,0.493352409577877
2020,VCF0839,VCF0806,0.640919024681673
2020,VCF0888,VCF0806,-0.373825473781376
2020,VCF0890,VCF0806,0.462133231024296
2020,VCF0894,VCF0806,0.553619818759458
2020,VCF0879a,VCF0806,0.425953598301839
2020,VCF9223,VCF0806,0.380794610924724
2020,VCF0806,VCF0809,0.669138930030832
2020,VCF0809,VCF0809,1
2020,VCF0838,VCF0809,0.410898133056815
2020,VCF0839,VCF0809,0.662007467464737
2020,VCF0888,VCF0809,-0.288544202430521
2020,VCF0890,VCF0809,0.472176384255388
2020,VCF0894,VCF0809,0.569673318831459
2020,VCF0879a,VCF0809,0.389799193140863
2020,VCF9223,VCF0809,0.336387250737226
2020,VCF0806,VCF0838,0.493352409577877
2020,VCF0809,VCF0838,0.410898133056815
2020,VCF0838,VCF0838,1
2020,VCF0839,VCF0838,0.40612857641533
2020,VCF0888,VCF0838,-0.346581547999405
2020,VCF0890,VCF0838,0.35499744318649
2020,VCF0894,VCF0838,0.37920933303261
2020,VCF0879a,VCF0838,0.353952847810142
2020,VCF9223,VCF0838,0.376358683768431
2020,VCF0806,VCF0839,0.640919024681673
2020,VCF0809,VCF0839,0.662007467464737
2020,VCF0838,VCF0839,0.40612857641533
2020,VCF0839,VCF0839,1
2020,VCF0888,VCF0839,-0.221316020102748
2020,VCF0890,VCF0839,0.548240785380107
2020,VCF0894,VCF0839,0.603511918423809
2020,VCF0879a,VCF0839,0.355299177516541
2020,VCF9223,VCF0839,0.311035368302063
2020,VCF0806,VCF0888,-0.373825473781376
2020,VCF0809,VCF0888,-0.288544202430521
2020,VCF0838,VCF0888,-0.346581547999405
2020,VCF0839,VCF0888,-0.221316020102748
2020,VCF0888,VCF0888,1
2020,VCF0890,VCF0888,-0.0666557725255165
2020,VCF0894,VCF0888,-0.295616044267529
2020,VCF0879a,VCF0888,-0.392710317850254
2020,VCF9223,VCF0888,-0.345039112071413
2020,VCF0806,VCF0890,0.462133231024296
2020,VCF0809,VCF0890,0.472176384255388
2020,VCF0838,VCF0890,0.35499744318649
2020,VCF0839,VCF0890,0.548240785380107
2020,VCF0888,VCF0890,-0.0666557725255165
2020,VCF0890,VCF0890,1
2020,VCF0894,VCF0890,0.478127008226983
2020,VCF0879a,VCF0890,0.318557743818954
2020,VCF9223,VCF0890,0.31549239860553
2020,VCF0806,VCF0894,0.553619818759458
2020,VCF0809,VCF0894,0.569673318831459
2020,VCF0838,VCF0894,0.37920933303261
2020,VCF0839,VCF0894,0.603511918423809
2020,VCF0888,VCF0894,-0.295616044267529
2020,VCF0890,VCF0894,0.478127008226983
2020,VCF0894,VCF0894,1
2020,VCF0879a,VCF0894,0.481944573629055
2020,VCF9223,VCF0894,0.35482698747162
2020,VCF0806,VCF0879a,0.425953598301839
2020,VCF0809,VCF0879a,0.389799193140863
2020,VCF0838,VCF0879a,0.353952847810142
2020,VCF0839,VCF0879a,0.355299177516541
2020,VCF0888,VCF0879a,-0.392710317850254
2020,VCF0890,VCF0879a,0.318557743818954
2020,VCF0894,VCF0879a,0.481944573629055
2020,VCF0879a,VCF0879a,1
2020,VCF9223,VCF0879a,0.576370102414237
2020,VCF0806,VCF9223,0.380794610924724
2020,VCF0809,VCF9223,0.336387250737226
2020,VCF0838,VCF9223,0.376358683768431
2020,VCF0839,VCF9223,0.311035368302063
2020,VCF0888,VCF9223,-0.345039112071413
2020,VCF0890,VCF9223,0.31549239860553
2020,VCF0894,VCF9223,0.35482698747162
2020,VCF0879a,VCF9223,0.576370102414237
2020,VCF9223,VCF9223,1
2024,VCF0806,VCF0806,1
2024,VCF0809,VCF0806,0.622335064276744
2024,VCF0838,VCF0806,0.454481373465921
2024,VCF0839,VCF0806,0.603294122297076
2024,VCF0888,VCF0806,-0.264157138388427
2024,VCF0890,VCF0806,0.466210615623667
2024,VCF0894,VCF0806,0.536171234259366
2024,VCF0879a,VCF0806,0.259255301985684
2024,VCF9223,VCF0806,0.410379950876935
2024,VCF0806,VCF0809,0.622335064276744
2024,VCF0809,VCF0809,1
2024,VCF0838,VCF0809,0.42634575507559
2024,VCF0839,VCF0809,0.642242529306257
2024,VCF0888,VCF0809,-0.204165374548361
2024,VCF0890,VCF0809,0.494762026916034
2024,VCF0894,VCF0809,0.546551946722551
2024,VCF0879a,VCF0809,0.233343000233726
2024,VCF9223,VCF0809,0.33401917010196
2024,VCF0806,VCF0838,0.454481373465921
2024,VCF0809,VCF0838,0.42634575507559
2024,VCF0838,VCF0838,1
2024,VCF0839,VCF0838,0.456516123991815
2024,VCF0888,VCF0838,-0.255178531214184
2024,VCF0890,VCF0838,0.383178350011229
2024,VCF0894,VCF0838,0.413259653160456
2024,VCF0879a,VCF0838,0.262986796750643
2024,VCF9223,VCF0838,0.457516809332545
2024,VCF0806,VCF0839,0.603294122297076
2024,VCF0809,VCF0839,0.642242529306257
2024,VCF0838,VCF0839,0.456516123991815
2024,VCF0839,VCF0839,1
2024,VCF0888,VCF0839,-0.194756248909946
2024,VCF0890,VCF0839,0.580521617465842
2024,VCF0894,VCF0839,0.603323384110528
2024,VCF0879a,VCF0839,0.249606134486152
2024,VCF9223,VCF0839,0.383952407457764
2024,VCF0806,VCF0888,-0.264157138388427
2024,VCF0809,VCF0888,-0.204165374548361
2024,VCF0838,VCF0888,-0.255178531214184
2024,VCF0839,VCF0888,-0.194756248909946
2024,VCF0888,VCF0888,1
2024,VCF0890,VCF0888,0.0274711072025174
2024,VCF0894,VCF0888,-0.192313295490057
2024,VCF0879a,VCF0888,-0.249297132763567
2024,VCF9223,VCF0888,-0.283754504398364
2024,VCF0806,VCF0890,0.466210615623667
2024,VCF0809,VCF0890,0.494762026916034
2024,VCF0838,VCF0890,0.383178350011229
2024,VCF0839,VCF0890,0.580521617465842
2024,VCF0888,VCF0890,0.0274711072025174
2024,VCF0890,VCF0890,1
2024,VCF0894,VCF0890,0.540115987756027
2024,VCF0879a,VCF0890,0.215222770828907
2024,VCF9223,VCF0890,0.342186750483245
2024,VCF0806,VCF0894,0.536171234259366
2024,VCF0809,VCF0894,0.546551946722551
2024,VCF0838,VCF0894,0.413259653160456
2024,VCF0839,VCF0894,0.603323384110528
2024,VCF0888,VCF0894,-0.192313295490057
2024,VCF0890,VCF0894,0.540115987756027
2024,VCF0894,VCF0894,1
2024,VCF0879a,VCF0894,0.310302474336483
2024,VCF9223,VCF0894,0.395345929530061
2024,VCF0806,VCF0879a,0.259255301985684
2024,VCF0809,VCF0879a,0.233343000233726
2024,VCF0838,VCF0879a,0.262986796750643
2024,VCF0839,VCF0879a,0.249606134486152
2024,VCF0888,VCF0879a,-0.249297132763567
2024,VCF0890,VCF0879a,0.215222770828907
2024,VCF0894,VCF0879a,0.310302474336483
2024,VCF0879a,VCF0879a,1
2024,VCF9223,VCF0879a,0.403846112902626
2024,VCF0806,VCF9223,0.410379950876935
2024,VCF0809,VCF9223,0.33401917010196
2024,VCF0838,VCF9223,0.457516809332545
2024,VCF0839,VCF9223,0.383952407457764
2024,VCF0888,VCF9223,-0.283754504398364
2024,VCF0890,VCF9223,0.342186750483245
2024,VCF0894,VCF9223,0.395345929530061
2024,VCF0879a,VCF9223,0.403846112902626
2024,VCF9223,VCF9223,1
